Source_File,Source_Sheet,Source_Row,Recon_Code,ZONE,Source_State,Source_Location,Source_Product,Source_SubProduct,Source_Business_Type,Source_SubLine,Insurer_Name,Source_Rate_Field,Rate_Type,Rate_Value,Effective_From,Product_Code,SubProduct_Code,BusinessType_Code,UI_Business_Type,Rule_Business_Variant,SubLine_Code,State_Code,Location_Code
July-26.xlsx,Sheet1,9017,WB2GC272T,EAST,WESTBENGAL,ROWB,GCV,4W - 7500 TO 12000 GVW,RO/RN,TP,MAGMA,INFLOW,INFLOW,"35.00%{NT - (WB1,WB3,WB4)",01-07-2026,PROD_GCV,SP_GCV_4W_7500_TO_12000_GVW,BT_RO_RN,Renewal / Rollover,RO/RN,SL_TP,ST_WB,LOC_WB_ROWB
July-26.xlsx,Sheet1,9018,WB12W102P,EAST,WESTBENGAL,KOLKATTA,2W,BIKE,RO/RN,PKG,MAGMA,INFLOW,INFLOW,"32.50%{NT(>350CC) - (WB1,WB2,WB3,WB4,WB5,WB6),32.50%{NT(150CC-350CC) - (WB1)",01-07-2026,PROD_2W,SP_2W_BIKE,BT_RO_RN,Renewal / Rollover,RO/RN,SL_PKG,ST_WB,LOC_WB_KOLKATTA
July-26.xlsx,Sheet1,9019,WB12W102T,EAST,WESTBENGAL,KOLKATTA,2W,BIKE,RO/RN,TP,MAGMA,INFLOW,INFLOW,"38.00%{NT(>350CC) - (WB1,WB2,WB3,WB4,WB5,WB6),38.00%{NT(<75CC) - (WB1),37.00%{NT(150CC-350CC) - (WB1,WB2,WB3,WB4,WB5,WB6),37.00%{NT(<75CC) - (WB2,WB3,WB4,WB5,WB6)",01-07-2026,PROD_2W,SP_2W_BIKE,BT_RO_RN,Renewal / Rollover,RO/RN,SL_TP,ST_WB,LOC_WB_KOLKATTA
July-26.xlsx,Sheet1,9020,WB22W102P,EAST,WESTBENGAL,ROWB,2W,BIKE,RO/RN,PKG,MAGMA,INFLOW,INFLOW,"32.50%{NT(>350CC) - (WB1,WB2,WB3,WB4,WB5,WB6),32.50%{NT(150CC-350CC) - (WB1)",01-07-2026,PROD_2W,SP_2W_BIKE,BT_RO_RN,Renewal / Rollover,RO/RN,SL_PKG,ST_WB,LOC_WB_ROWB
July-26.xlsx,Sheet1,9021,WB22W102T,EAST,WESTBENGAL,ROWB,2W,BIKE,RO/RN,TP,MAGMA,INFLOW,INFLOW,"38.00%{NT(>350CC) - (WB1,WB2,WB3,WB4,WB5,WB6),38.00%{NT(<75CC) - (WB1),37.00%{NT(150CC-350CC) - (WB1,WB2,WB3,WB4,WB5,WB6),37.00%{NT(<75CC) - (WB2,WB3,WB4,WB5,WB6)",01-07-2026,PROD_2W,SP_2W_BIKE,BT_RO_RN,Renewal / Rollover,RO/RN,SL_TP,ST_WB,LOC_WB_ROWB
July-26.xlsx,Sheet1,9022,WB2PC162T,EAST,WESTBENGAL,ROWB,PCV,PCV 3W-EV,RO/RN,TP,MAGMA,INFLOW,INFLOW,"47.00%{NT - (WB2,WB5),46.00%{NT - (WB1,WB3,WB4,WB6)",01-07-2026,PROD_PCV,SP_PCV_3W_EV,BT_RO_RN,Renewal / Rollover,RO/RN,SL_TP,ST_WB,LOC_WB_ROWB
July-26.xlsx,Sheet1,9023,WB1PC162T,EAST,WESTBENGAL,KOLKATTA,PCV,PCV 3W-EV,RO/RN,TP,MAGMA,INFLOW,INFLOW,"47.00%{NT - (WB2,WB5),46.00%{NT - (WB1,WB3,WB4,WB6)",01-07-2026,PROD_PCV,SP_PCV_3W_EV,BT_RO_RN,Renewal / Rollover,RO/RN,SL_TP,ST_WB,LOC_WB_KOLKATTA
July-26.xlsx,Sheet1,9024,WB1GC242P,EAST,WESTBENGAL,KOLKATTA,GCV,4W - UPTO 2500 GVW,RO/RN,PKG,RAHEJA,INFLOW,INFLOW,50.00%{NT(without Break in),01-07-2026,PROD_GCV,SP_GCV_4W_UPTO_2500_GVW,BT_RO_RN,Renewal / Rollover,RO/RN,SL_PKG,ST_WB,LOC_WB_KOLKATTA
July-26.xlsx,Sheet1,9025,WB2GC242P,EAST,WESTBENGAL,ROWB,GCV,4W - UPTO 2500 GVW,RO/RN,PKG,RAHEJA,INFLOW,INFLOW,50.00%{NT(without Break in),01-07-2026,PROD_GCV,SP_GCV_4W_UPTO_2500_GVW,BT_RO_RN,Renewal / Rollover,RO/RN,SL_PKG,ST_WB,LOC_WB_ROWB
July-26.xlsx,Sheet1,9026,WB1GC252P,EAST,WESTBENGAL,KOLKATTA,GCV,4W - 2500 TO 3500 GVW,RO/RN,PKG,RAHEJA,INFLOW,INFLOW,45.00%{NT,01-07-2026,PROD_GCV,SP_GCV_4W_2500_TO_3500_GVW,BT_RO_RN,Renewal / Rollover,RO/RN,SL_PKG,ST_WB,LOC_WB_KOLKATTA
July-26.xlsx,Sheet1,9027,WB1GC252T,EAST,WESTBENGAL,KOLKATTA,GCV,4W - 2500 TO 3500 GVW,RO/RN,TP,RAHEJA,INFLOW,INFLOW,45.00%{NT,01-07-2026,PROD_GCV,SP_GCV_4W_2500_TO_3500_GVW,BT_RO_RN,Renewal / Rollover,RO/RN,SL_TP,ST_WB,LOC_WB_KOLKATTA
July-26.xlsx,Sheet1,9028,WB1GC262P,EAST,WESTBENGAL,KOLKATTA,GCV,4W - 3500 TO 7500 GVW,RO/RN,PKG,RAHEJA,INFLOW,INFLOW,27.00%{NT(without Break in),01-07-2026,PROD_GCV,SP_GCV_4W_3500_TO_7500_GVW,BT_RO_RN,Renewal / Rollover,RO/RN,SL_PKG,ST_WB,LOC_WB_KOLKATTA
July-26.xlsx,Sheet1,9029,WB1GC262T,EAST,WESTBENGAL,KOLKATTA,GCV,4W - 3500 TO 7500 GVW,RO/RN,TP,RAHEJA,INFLOW,INFLOW,27.00%{NT(without Break in),01-07-2026,PROD_GCV,SP_GCV_4W_3500_TO_7500_GVW,BT_RO_RN,Renewal / Rollover,RO/RN,SL_TP,ST_WB,LOC_WB_KOLKATTA
July-26.xlsx,Sheet1,9030,WB1GC242T,EAST,WESTBENGAL,KOLKATTA,GCV,4W - UPTO 2500 GVW,RO/RN,TP,RAHEJA,INFLOW,INFLOW,50.00%{NT(without Break in),01-07-2026,PROD_GCV,SP_GCV_4W_UPTO_2500_GVW,BT_RO_RN,Renewal / Rollover,RO/RN,SL_TP,ST_WB,LOC_WB_KOLKATTA
July-26.xlsx,Sheet1,9031,WB1PC152P,EAST,WESTBENGAL,KOLKATTA,PCV,PCV 3W,RO/RN,PKG,RAHEJA,INFLOW,INFLOW,40.00%{NT,01-07-2026,PROD_PCV,SP_PCV_3W,BT_RO_RN,Renewal / Rollover,RO/RN,SL_PKG,ST_WB,LOC_WB_KOLKATTA
July-26.xlsx,Sheet1,9032,WB1PC152T,EAST,WESTBENGAL,KOLKATTA,PCV,PCV 3W,RO/RN,TP,RAHEJA,INFLOW,INFLOW,45.00%{NT,01-07-2026,PROD_PCV,SP_PCV_3W,BT_RO_RN,Renewal / Rollover,RO/RN,SL_TP,ST_WB,LOC_WB_KOLKATTA
July-26.xlsx,Sheet1,9033,WB1PR142P,EAST,WESTBENGAL,KOLKATTA,PRIVATE CAR,PRIVATE CAR,RO/RN,PKG,RAHEJA,INFLOW,INFLOW,"30.00%{OD(NCB),22.00%{OD(NON NCB)",01-07-2026,PROD_PC,SP_PC_CAR,BT_RO_RN,Renewal / Rollover,RO/RN,SL_PKG,ST_WB,LOC_WB_KOLKATTA
July-26.xlsx,Sheet1,9034,WB1PR142S,EAST,WESTBENGAL,KOLKATTA,PRIVATE CAR,PRIVATE CAR,RO/RN,SAOD,RAHEJA,INFLOW,INFLOW,19.50%{OD(NCB),01-07-2026,PROD_PC,SP_PC_CAR,BT_RO_RN,Renewal / Rollover,RO/RN,SL_SAOD,ST_WB,LOC_WB_KOLKATTA
July-26.xlsx,Sheet1,9035,WB1PR142T,EAST,WESTBENGAL,KOLKATTA,PRIVATE CAR,PRIVATE CAR,RO/RN,TP,RAHEJA,INFLOW,INFLOW,25.00%{NT,01-07-2026,PROD_PC,SP_PC_CAR,BT_RO_RN,Renewal / Rollover,RO/RN,SL_TP,ST_WB,LOC_WB_KOLKATTA
July-26.xlsx,Sheet1,9036,WB2GC252P,EAST,WESTBENGAL,ROWB,GCV,4W - 2500 TO 3500 GVW,RO/RN,PKG,RAHEJA,INFLOW,INFLOW,45.00%{NT,01-07-2026,PROD_GCV,SP_GCV_4W_2500_TO_3500_GVW,BT_RO_RN,Renewal / Rollover,RO/RN,SL_PKG,ST_WB,LOC_WB_ROWB
July-26.xlsx,Sheet1,9037,WB2GC252T,EAST,WESTBENGAL,ROWB,GCV,4W - 2500 TO 3500 GVW,RO/RN,TP,RAHEJA,INFLOW,INFLOW,45.00%{NT,01-07-2026,PROD_GCV,SP_GCV_4W_2500_TO_3500_GVW,BT_RO_RN,Renewal / Rollover,RO/RN,SL_TP,ST_WB,LOC_WB_ROWB
July-26.xlsx,Sheet1,9038,WB2GC262P,EAST,WESTBENGAL,ROWB,GCV,4W - 3500 TO 7500 GVW,RO/RN,PKG,RAHEJA,INFLOW,INFLOW,27.00%{NT(without Break in),01-07-2026,PROD_GCV,SP_GCV_4W_3500_TO_7500_GVW,BT_RO_RN,Renewal / Rollover,RO/RN,SL_PKG,ST_WB,LOC_WB_ROWB
July-26.xlsx,Sheet1,9039,WB2GC262T,EAST,WESTBENGAL,ROWB,GCV,4W - 3500 TO 7500 GVW,RO/RN,TP,RAHEJA,INFLOW,INFLOW,27.00%{NT(without Break in),01-07-2026,PROD_GCV,SP_GCV_4W_3500_TO_7500_GVW,BT_RO_RN,Renewal / Rollover,RO/RN,SL_TP,ST_WB,LOC_WB_ROWB
July-26.xlsx,Sheet1,9040,WB2GC242T,EAST,WESTBENGAL,ROWB,GCV,4W - UPTO 2500 GVW,RO/RN,TP,RAHEJA,INFLOW,INFLOW,50.00%{NT(without Break in),01-07-2026,PROD_GCV,SP_GCV_4W_UPTO_2500_GVW,BT_RO_RN,Renewal / Rollover,RO/RN,SL_TP,ST_WB,LOC_WB_ROWB
July-26.xlsx,Sheet1,9041,WB2PC152P,EAST,WESTBENGAL,ROWB,PCV,PCV 3W,RO/RN,PKG,RAHEJA,INFLOW,INFLOW,40.00%{NT,01-07-2026,PROD_PCV,SP_PCV_3W,BT_RO_RN,Renewal / Rollover,RO/RN,SL_PKG,ST_WB,LOC_WB_ROWB
July-26.xlsx,Sheet1,9042,WB2PC152T,EAST,WESTBENGAL,ROWB,PCV,PCV 3W,RO/RN,TP,RAHEJA,INFLOW,INFLOW,45.00%{NT,01-07-2026,PROD_PCV,SP_PCV_3W,BT_RO_RN,Renewal / Rollover,RO/RN,SL_TP,ST_WB,LOC_WB_ROWB
July-26.xlsx,Sheet1,9043,WB2PR142P,EAST,WESTBENGAL,ROWB,PRIVATE CAR,PRIVATE CAR,RO/RN,PKG,RAHEJA,INFLOW,INFLOW,"30.00%{OD(NCB),22.00%{OD(NON NCB)",01-07-2026,PROD_PC,SP_PC_CAR,BT_RO_RN,Renewal / Rollover,RO/RN,SL_PKG,ST_WB,LOC_WB_ROWB
July-26.xlsx,Sheet1,9044,WB2PR142S,EAST,WESTBENGAL,ROWB,PRIVATE CAR,PRIVATE CAR,RO/RN,SAOD,RAHEJA,INFLOW,INFLOW,19.50%{OD(NCB),01-07-2026,PROD_PC,SP_PC_CAR,BT_RO_RN,Renewal / Rollover,RO/RN,SL_SAOD,ST_WB,LOC_WB_ROWB
July-26.xlsx,Sheet1,9045,WB2PR142T,EAST,WESTBENGAL,ROWB,PRIVATE CAR,PRIVATE CAR,RO/RN,TP,RAHEJA,INFLOW,INFLOW,25.00%{NT,01-07-2026,PROD_PC,SP_PC_CAR,BT_RO_RN,Renewal / Rollover,RO/RN,SL_TP,ST_WB,LOC_WB_ROWB
July-26.xlsx,Sheet1,9046,WB1PC192T,EAST,WESTBENGAL,KOLKATTA,PCV,PCV TAXI - UPTO 6+1 SEAT,RO/RN,TP,RELIANCE,INFLOW,INFLOW,"57.50%{NT(P/CNG+EV),52.50%{NT(NND-DIESEL)",01-07-2026,PROD_PCV,SP_PCV_TAXI_UPTO_6_1,BT_RO_RN,Renewal / Rollover,RO/RN,SL_TP,ST_WB,LOC_WB_KOLKATTA
July-26.xlsx,Sheet1,9047,WB12W122T,EAST,WESTBENGAL,KOLKATTA,2W,SCOOTER,RO/RN,TP,RELIANCE,INFLOW,INFLOW,"40.00%{NT(hero,honda,tvs,yamaha & bajaj)",01-07-2026,PROD_2W,SP_2W_SCOOTER,BT_RO_RN,Renewal / Rollover,RO/RN,SL_TP,ST_WB,LOC_WB_KOLKATTA
July-26.xlsx,Sheet1,9048,WB1MI332P,EAST,WESTBENGAL,KOLKATTA,MISC-D,MISC D,RO/RN,PKG,RELIANCE,INFLOW,INFLOW,"20.00%{NT(JCB, L&T and Caterpillar)",01-07-2026,PROD_MISC,SP_MISC_ALL,BT_RO_RN,Renewal / Rollover,RO/RN,SL_PKG,ST_WB,LOC_WB_KOLKATTA
July-26.xlsx,Sheet1,9049,WB1PC152P,EAST,WESTBENGAL,KOLKATTA,PCV,PCV 3W,RO/RN,PKG,RELIANCE,INFLOW,INFLOW,52.50%{NT(P/CNG),01-07-2026,PROD_PCV,SP_PCV_3W,BT_RO_RN,Renewal / Rollover,RO/RN,SL_PKG,ST_WB,LOC_WB_KOLKATTA
July-26.xlsx,Sheet1,9050,WB1PC152T,EAST,WESTBENGAL,KOLKATTA,PCV,PCV 3W,RO/RN,TP,RELIANCE,INFLOW,INFLOW,52.50%{NT(P/CNG),01-07-2026,PROD_PCV,SP_PCV_3W,BT_RO_RN,Renewal / Rollover,RO/RN,SL_TP,ST_WB,LOC_WB_KOLKATTA
July-26.xlsx,Sheet1,9051,WB22W122S,EAST,WESTBENGAL,ROWB,2W,SCOOTER,RO/RN,SAOD,RELIANCE,INFLOW,INFLOW,"25.00%{NT(hero,honda,tvs,yamaha & bajaj)",01-07-2026,PROD_2W,SP_2W_SCOOTER,BT_RO_RN,Renewal / Rollover,RO/RN,SL_SAOD,ST_WB,LOC_WB_ROWB
July-26.xlsx,Sheet1,9052,WB22W122T,EAST,WESTBENGAL,ROWB,2W,SCOOTER,RO/RN,TP,RELIANCE,INFLOW,INFLOW,"40.00%{NT(hero,honda,tvs,yamaha & bajaj)",01-07-2026,PROD_2W,SP_2W_SCOOTER,BT_RO_RN,Renewal / Rollover,RO/RN,SL_TP,ST_WB,LOC_WB_ROWB
July-26.xlsx,Sheet1,9053,WB2MI332P,EAST,WESTBENGAL,ROWB,MISC-D,MISC D,RO/RN,PKG,RELIANCE,INFLOW,INFLOW,"20.00%{NT(JCB, L&T and Caterpillar) - SILIGURI,ROWB",01-07-2026,PROD_MISC,SP_MISC_ALL,BT_RO_RN,Renewal / Rollover,RO/RN,SL_PKG,ST_WB,LOC_WB_ROWB
July-26.xlsx,Sheet1,9054,WB2PC152P,EAST,WESTBENGAL,ROWB,PCV,PCV 3W,RO/RN,PKG,RELIANCE,INFLOW,INFLOW,"40.00%{NT(P/CNG) - SILIGURI,ROWB",01-07-2026,PROD_PCV,SP_PCV_3W,BT_RO_RN,Renewal / Rollover,RO/RN,SL_PKG,ST_WB,LOC_WB_ROWB
July-26.xlsx,Sheet1,9055,WB2PC152T,EAST,WESTBENGAL,ROWB,PCV,PCV 3W,RO/RN,TP,RELIANCE,INFLOW,INFLOW,"40.00%{NT(P/CNG) - SILIGURI,ROWB",01-07-2026,PROD_PCV,SP_PCV_3W,BT_RO_RN,Renewal / Rollover,RO/RN,SL_TP,ST_WB,LOC_WB_ROWB
July-26.xlsx,Sheet1,9056,WB2PC182P,EAST,WESTBENGAL,ROWB,PCV,PCV BUS - STUDENTS,RO/RN,PKG,RELIANCE,INFLOW,INFLOW,"65.00%{NT(INSTITUTION ONLY) - SILIGURI,ROWB",01-07-2026,PROD_PCV,SP_PCV_SCHOOLBUS,BT_RO_RN,Renewal / Rollover,RO/RN,SL_PKG,ST_WB,LOC_WB_ROWB
July-26.xlsx,Sheet1,9057,WB2PC182T,EAST,WESTBENGAL,ROWB,PCV,PCV BUS - STUDENTS,RO/RN,TP,RELIANCE,INFLOW,INFLOW,"65.00%{NT(INSTITUTION ONLY) - SILIGURI,ROWB",01-07-2026,PROD_PCV,SP_PCV_SCHOOLBUS,BT_RO_RN,Renewal / Rollover,RO/RN,SL_TP,ST_WB,LOC_WB_ROWB
July-26.xlsx,Sheet1,9058,WB1GC242T,EAST,WESTBENGAL,KOLKATTA,GCV,4W - UPTO 2500 GVW,RO/RN,TP,RELIANCE,INFLOW,INFLOW,"47.50%{NT(<2.0TON - TATA/MAR/MAH(Jetto & Supro)),35.00%{NT(>2.0 to 2.5TON - Except TATA/MAR/MAH(Jetto & Supro))",01-07-2026,PROD_GCV,SP_GCV_4W_UPTO_2500_GVW,BT_RO_RN,Renewal / Rollover,RO/RN,SL_TP,ST_WB,LOC_WB_KOLKATTA
July-26.xlsx,Sheet1,9059,WB1GC242P,EAST,WESTBENGAL,KOLKATTA,GCV,4W - UPTO 2500 GVW,RO/RN,PKG,RELIANCE,INFLOW,INFLOW,"50.00%{NT(<2.0TON - TATA/MAR/MAH(Jetto & Supro)),40.00%{NT(>2.0 to 2.5TON - Except TATA/MAR/MAH(Jetto & Supro))",01-07-2026,PROD_GCV,SP_GCV_4W_UPTO_2500_GVW,BT_RO_RN,Renewal / Rollover,RO/RN,SL_PKG,ST_WB,LOC_WB_KOLKATTA
July-26.xlsx,Sheet1,9060,WB2GC242T,EAST,WESTBENGAL,ROWB,GCV,4W - UPTO 2500 GVW,RO/RN,TP,RELIANCE,INFLOW,INFLOW,"32.50%{NT(<2.0TON - TATA/MAR/MAH(Jetto & Supro)) - SILIGURI,ROWB,20.00%{NT(>2.0 to 2.5TON - Except TATA/MAR/MAH(Jetto & Supro)) - SILIGURI,ROWB",01-07-2026,PROD_GCV,SP_GCV_4W_UPTO_2500_GVW,BT_RO_RN,Renewal / Rollover,RO/RN,SL_TP,ST_WB,LOC_WB_ROWB
July-26.xlsx,Sheet1,9061,WB2GC242P,EAST,WESTBENGAL,ROWB,GCV,4W - UPTO 2500 GVW,RO/RN,PKG,RELIANCE,INFLOW,INFLOW,"35.00%{NT(<2.0TON - TATA/MAR/MAH(Jetto & Supro)) - SILIGURI,ROWB,25.00%{NT(>2.0 to 2.5TON - Except TATA/MAR/MAH(Jetto & Supro)) - SILIGURI,ROWB",01-07-2026,PROD_GCV,SP_GCV_4W_UPTO_2500_GVW,BT_RO_RN,Renewal / Rollover,RO/RN,SL_PKG,ST_WB,LOC_WB_ROWB
July-26.xlsx,Sheet1,9062,WB12W121P,EAST,WESTBENGAL,KOLKATTA,2W,SCOOTER,NEW(1+5),PKG,RELIANCE,INFLOW,INFLOW,"50.00%{NT(hero,honda,tvs,yamaha & bajaj)",01-07-2026,PROD_2W,SP_2W_SCOOTER,BT_NEW,New,NEW(1+5),SL_PKG,ST_WB,LOC_WB_KOLKATTA
July-26.xlsx,Sheet1,9063,WB22W121P,EAST,WESTBENGAL,ROWB,2W,SCOOTER,NEW(1+5),PKG,RELIANCE,INFLOW,INFLOW,"42.50%{NT(hero,honda,tvs,yamaha & bajaj)",01-07-2026,PROD_2W,SP_2W_SCOOTER,BT_NEW,New,NEW(1+5),SL_PKG,ST_WB,LOC_WB_ROWB
July-26.xlsx,Sheet1,9064,WB1PC192P,EAST,WESTBENGAL,KOLKATTA,PCV,PCV TAXI - UPTO 6+1 SEAT,RO/RN,PKG,RELIANCE,INFLOW,INFLOW,"52.50%{NT(NND-DIESEL),52.50%{NT(NND-P/CNG+EV),37.50%{NT(ND-P/CNG+EV)",01-07-2026,PROD_PCV,SP_PCV_TAXI_UPTO_6_1,BT_RO_RN,Renewal / Rollover,RO/RN,SL_PKG,ST_WB,LOC_WB_KOLKATTA
July-26.xlsx,Sheet1,9065,WB2PC192P,EAST,WESTBENGAL,ROWB,PCV,PCV TAXI - UPTO 6+1 SEAT,RO/RN,PKG,RELIANCE,INFLOW,INFLOW,"42.50%{NT(NND-P/CNG+EV) - SILIGURI,ROWB,30.00%{NT(NND-DIESEL) - SILIGURI,ROWB,27.50%{NT(ND-P/CNG+EV) - SILIGURI,ROWB",01-07-2026,PROD_PCV,SP_PCV_TAXI_UPTO_6_1,BT_RO_RN,Renewal / Rollover,RO/RN,SL_PKG,ST_WB,LOC_WB_ROWB
July-26.xlsx,Sheet1,9066,WB2PC192T,EAST,WESTBENGAL,ROWB,PCV,PCV TAXI - UPTO 6+1 SEAT,RO/RN,TP,RELIANCE,INFLOW,INFLOW,"42.50%{NT(P/CNG+EV) - SILIGURI,ROWB,30.00%{NT(NND-DIESEL) - SILIGURI,ROWB",01-07-2026,PROD_PCV,SP_PCV_TAXI_UPTO_6_1,BT_RO_RN,Renewal / Rollover,RO/RN,SL_TP,ST_WB,LOC_WB_ROWB
July-26.xlsx,Sheet1,9067,WB12W122P,EAST,WESTBENGAL,KOLKATTA,2W,SCOOTER,RO/RN,PKG,RELIANCE,INFLOW,INFLOW,"55.00%{NT(hero,honda,tvs,yamaha & bajaj)",01-07-2026,PROD_2W,SP_2W_SCOOTER,BT_RO_RN,Renewal / Rollover,RO/RN,SL_PKG,ST_WB,LOC_WB_KOLKATTA
July-26.xlsx,Sheet1,9068,WB12W122S,EAST,WESTBENGAL,KOLKATTA,2W,SCOOTER,RO/RN,SAOD,RELIANCE,INFLOW,INFLOW,"25.00%{NT(hero,honda,tvs,yamaha & bajaj)",01-07-2026,PROD_2W,SP_2W_SCOOTER,BT_RO_RN,Renewal / Rollover,RO/RN,SL_SAOD,ST_WB,LOC_WB_KOLKATTA
July-26.xlsx,Sheet1,9069,WB1PR142S,EAST,WESTBENGAL,KOLKATTA,PRIVATE CAR,PRIVATE CAR,RO/RN,SAOD,RELIANCE,INFLOW,INFLOW,22.50%{OD,01-07-2026,PROD_PC,SP_PC_CAR,BT_RO_RN,Renewal / Rollover,RO/RN,SL_SAOD,ST_WB,LOC_WB_KOLKATTA
July-26.xlsx,Sheet1,9070,WB2PR142S,EAST,WESTBENGAL,ROWB,PRIVATE CAR,PRIVATE CAR,RO/RN,SAOD,RELIANCE,INFLOW,INFLOW,22.50%{OD,01-07-2026,PROD_PC,SP_PC_CAR,BT_RO_RN,Renewal / Rollover,RO/RN,SL_SAOD,ST_WB,LOC_WB_ROWB
July-26.xlsx,Sheet1,9071,WB22W122P,EAST,WESTBENGAL,ROWB,2W,SCOOTER,RO/RN,PKG,RELIANCE,INFLOW,INFLOW,"47.50%{NT(hero,honda,tvs,yamaha & bajaj)",01-07-2026,PROD_2W,SP_2W_SCOOTER,BT_RO_RN,Renewal / Rollover,RO/RN,SL_PKG,ST_WB,LOC_WB_ROWB
July-26.xlsx,Sheet1,9072,WB1MI322T,EAST,WESTBENGAL,KOLKATTA,MISC-D,AGRICULTURE TRACTOR,RO/RN,TP,SBI,INFLOW,INFLOW,38.00%{NT(OLD - Without Tralier),01-07-2026,PROD_MISC,SP_MISC_TRACTOR_AGRI,BT_RO_RN,Renewal / Rollover,RO/RN,SL_TP,ST_WB,LOC_WB_KOLKATTA
July-26.xlsx,Sheet1,9073,WB2MI322T,EAST,WESTBENGAL,ROWB,MISC-D,AGRICULTURE TRACTOR,RO/RN,TP,SBI,INFLOW,INFLOW,38.00%{NT(OLD - Without Tralier),01-07-2026,PROD_MISC,SP_MISC_TRACTOR_AGRI,BT_RO_RN,Renewal / Rollover,RO/RN,SL_TP,ST_WB,LOC_WB_ROWB
July-26.xlsx,Sheet1,9074,WB1PC182T,EAST,WESTBENGAL,KOLKATTA,PCV,PCV BUS - STUDENTS,RO/RN,TP,SBI,INFLOW,INFLOW,65.00%{NT(>18SC),01-07-2026,PROD_PCV,SP_PCV_SCHOOLBUS,BT_RO_RN,Renewal / Rollover,RO/RN,SL_TP,ST_WB,LOC_WB_KOLKATTA
July-26.xlsx,Sheet1,9075,WB2PC182T,EAST,WESTBENGAL,ROWB,PCV,PCV BUS - STUDENTS,RO/RN,TP,SBI,INFLOW,INFLOW,65.00%{NT(>18SC),01-07-2026,PROD_PCV,SP_PCV_SCHOOLBUS,BT_RO_RN,Renewal / Rollover,RO/RN,SL_TP,ST_WB,LOC_WB_ROWB
July-26.xlsx,Sheet1,9076,WB1PC182P,EAST,WESTBENGAL,KOLKATTA,PCV,PCV BUS - STUDENTS,RO/RN,PKG,SBI,INFLOW,INFLOW,65.00%{NT(>18SC),01-07-2026,PROD_PCV,SP_PCV_SCHOOLBUS,BT_RO_RN,Renewal / Rollover,RO/RN,SL_PKG,ST_WB,LOC_WB_KOLKATTA
July-26.xlsx,Sheet1,9077,WB2PC182P,EAST,WESTBENGAL,ROWB,PCV,PCV BUS - STUDENTS,RO/RN,PKG,SBI,INFLOW,INFLOW,65.00%{NT(>18SC),01-07-2026,PROD_PCV,SP_PCV_SCHOOLBUS,BT_RO_RN,Renewal / Rollover,RO/RN,SL_PKG,ST_WB,LOC_WB_ROWB
July-26.xlsx,Sheet1,9078,WB1GC242T,EAST,WESTBENGAL,KOLKATTA,GCV,4W - UPTO 2500 GVW,RO/RN,TP,SBI,INFLOW,INFLOW,"65.00%{NT(>5Yr -Upto 2.0 T-All makes & 2.0-2.5T Tata),63.00%{NT(<=5Yr -Upto 2.0 T-All makes & 2.0-2.5T Tata),50.00%{NT(<=5Yr- 2.0-2.5T-other than Tata),50.00%{NT(>5Yr- 2.0-2.5T-other than Tata)",01-07-2026,PROD_GCV,SP_GCV_4W_UPTO_2500_GVW,BT_RO_RN,Renewal / Rollover,RO/RN,SL_TP,ST_WB,LOC_WB_KOLKATTA
July-26.xlsx,Sheet1,9079,WB2GC242T,EAST,WESTBENGAL,ROWB,GCV,4W - UPTO 2500 GVW,RO/RN,TP,SBI,INFLOW,INFLOW,"65.00%{NT(>5Yr -Upto 2.0 T-All makes & 2.0-2.5T Tata) - (WB - Rest 1,WB - Rest 2),63.00%{NT(<=5Yr -Upto 2.0 T-All makes & 2.0-2.5T Tata) - (WB - Rest 1,WB - Rest 2),49.00%{NT(<=5Yr- 2.0-2.5T-other than Tata) - (WB - Rest 1,WB - Rest 2),49.00%{NT(>5Yr- 2.0-2.5T-other than Tata) - (WB - Rest 1,WB - Rest 2)",01-07-2026,PROD_GCV,SP_GCV_4W_UPTO_2500_GVW,BT_RO_RN,Renewal / Rollover,RO/RN,SL_TP,ST_WB,LOC_WB_ROWB
July-26.xlsx,Sheet1,9080,WB1GC242P,EAST,WESTBENGAL,KOLKATTA,GCV,4W - UPTO 2500 GVW,RO/RN,PKG,SBI,INFLOW,INFLOW,"65.00%{NT(>5Yr -Upto 2.0 T-All makes & 2.0-2.5T Tata),63.00%{NT(<=5Yr -Upto 2.0 T-All makes & 2.0-2.5T Tata),57.00%{NT(NEW -Upto 2.0 T-All makes & 2.0-2.5T Tata),50.00%{NT(<=5Yr- 2.0-2.5T-other than Tata),50.00%{NT(>5Yr- 2.0-2.5T-other than Tata),49.50%{NT(NEW- 2.0-2.5T-other than Tata)",01-07-2026,PROD_GCV,SP_GCV_4W_UPTO_2500_GVW,BT_RO_RN,Renewal / Rollover,RO/RN,SL_PKG,ST_WB,LOC_WB_KOLKATTA
