Rule_ID,Recon_Code,ZONE,STATE,LOCATION,PRODUCT,SUB_PRODUCT,BUSINESS_TYPE,SUB_LINE,INSURER_NAME,INFLOW
RAW_000726,AS1PC172T,EAST,ASSAM,GUWAHATI,PCV,PCV BUS - STAFF,RO/RN,TP,CHOLA,42.00%{NT(W/O CPA -2% Less)
RAW_000727,AS2PC172P,EAST,ASSAM,ROASSAM,PCV,PCV BUS - STAFF,RO/RN,PKG,CHOLA,42.00%{NT(W/O CPA -2% Less)
RAW_000728,AS2PC172T,EAST,ASSAM,ROASSAM,PCV,PCV BUS - STAFF,RO/RN,TP,CHOLA,42.00%{NT(W/O CPA -2% Less)
RAW_000729,AS12W121P,EAST,ASSAM,GUWAHATI,2W,SCOOTER,NEW(1+5),PKG,CHOLA,"40.00%{NT(W/O CPA -2% Less - SUZUKI),39.50%{NT(W/O CPA -2% Less - Others),27.00%{NT(W/O CPA -2% Less - TVS),26.00%{NT(W/O CPA -2% Less - Hero),24.50%{NT(W/O CPA -2% Less - Honda),18.00%{NT(W/O CPA -2% Less - Yamaha)"
RAW_000730,AS12W122P,EAST,ASSAM,GUWAHATI,2W,SCOOTER,RO/RN,PKG,CHOLA,"27.50%{NT(W/O CPA -2% Less - Hero),27.50%{NT(W/O CPA -2% Less - TVS),27.50%{NT(W/O CPA -2% Less - SUZUKI),27.50%{NT(W/O CPA -2% Less - Yamaha),25.00%{NT(W/O CPA -2% Less - Honda),25.00%{NT(W/O CPA -2% Less - Bajaj),25.00%{NT(W/O CPA -2% Less - Others)"
RAW_000731,AS22W121P,EAST,ASSAM,ROASSAM,2W,SCOOTER,NEW(1+5),PKG,CHOLA,"40.00%{NT(W/O CPA -2% Less - SUZUKI),39.50%{NT(W/O CPA -2% Less - Others),27.00%{NT(W/O CPA -2% Less - TVS),26.00%{NT(W/O CPA -2% Less - Hero),24.50%{NT(W/O CPA -2% Less - Honda),18.00%{NT(W/O CPA -2% Less - Yamaha)"
RAW_000732,AS22W122P,EAST,ASSAM,ROASSAM,2W,SCOOTER,RO/RN,PKG,CHOLA,"27.50%{NT(W/O CPA -2% Less - Hero),27.50%{NT(W/O CPA -2% Less - TVS),27.50%{NT(W/O CPA -2% Less - SUZUKI),27.50%{NT(W/O CPA -2% Less - Yamaha),25.00%{NT(W/O CPA -2% Less - Honda),25.00%{NT(W/O CPA -2% Less - Bajaj),25.00%{NT(W/O CPA -2% Less - Others)"
RAW_000733,AS1PR142P,EAST,ASSAM,GUWAHATI,PRIVATE CAR,PRIVATE CAR,RO/RN,PKG,CHOLA,"30.00%{OD(W/O CPA -2% Less - Above 1500CC),25.00%{OD(W/O CPA -2% Less - Upto 1000CC),25.00%{OD(W/O CPA -2% Less - Above 1000CC to 1500CC)"
RAW_000734,AS2PR142P,EAST,ASSAM,ROASSAM,PRIVATE CAR,PRIVATE CAR,RO/RN,PKG,CHOLA,"30.00%{OD(W/O CPA -2% Less - Above 1500CC),25.00%{OD(W/O CPA -2% Less - Upto 1000CC),25.00%{OD(W/O CPA -2% Less - Above 1000CC to 1500CC)"
RAW_000735,AS12W101P,EAST,ASSAM,GUWAHATI,2W,BIKE,NEW(1+5),PKG,CHOLA,"40.00%{NT(W/O CPA -2% Less - SUZUKI - Upto 150cc),40.00%{NT(W/O CPA -2% Less - SUZUKI - >150cc-350cc),26.00%{NT(W/O CPA -2% Less - Hero - Upto 150cc),26.00%{NT(W/O CPA -2% Less - Hero - >150cc-350cc),17.00%{NT(W/O CPA -2% Less - Yamaha - Upto 150cc),17.00%{NT(W/O CPA -2% Less - Yamaha - >150cc-350cc)"
RAW_000736,AS22W101P,EAST,ASSAM,ROASSAM,2W,BIKE,NEW(1+5),PKG,CHOLA,"40.00%{NT(W/O CPA -2% Less - SUZUKI - Upto 150cc),40.00%{NT(W/O CPA -2% Less - SUZUKI - >150cc-350cc),26.00%{NT(W/O CPA -2% Less - Hero - Upto 150cc),26.00%{NT(W/O CPA -2% Less - Hero - >150cc-350cc),17.00%{NT(W/O CPA -2% Less - Yamaha - Upto 150cc),17.00%{NT(W/O CPA -2% Less - Yamaha - >150cc-350cc)"
RAW_000737,AS1PC162P,EAST,ASSAM,GUWAHATI,PCV,PCV 3W-EV,RO/RN,PKG,CHOLA,12.50%{NT(W/O CPA -2% Less)
RAW_000738,AS2PC162P,EAST,ASSAM,ROASSAM,PCV,PCV 3W-EV,RO/RN,PKG,CHOLA,12.50%{NT(W/O CPA -2% Less)
RAW_000739,AS1PC162T,EAST,ASSAM,GUWAHATI,PCV,PCV 3W-EV,RO/RN,TP,CHOLA,7.50%{NT(W/O CPA -2% Less)
RAW_000740,AS2PC162T,EAST,ASSAM,ROASSAM,PCV,PCV 3W-EV,RO/RN,TP,CHOLA,7.50%{NT(W/O CPA -2% Less)
RAW_000741,AS1GC232P,EAST,ASSAM,GUWAHATI,GCV,GCV 3W-EV,RO/RN,PKG,CHOLA,14.50%{NT(W/O CPA -2% Less)
RAW_000742,AS2GC232P,EAST,ASSAM,ROASSAM,GCV,GCV 3W-EV,RO/RN,PKG,CHOLA,14.50%{NT(W/O CPA -2% Less)
RAW_000743,AS1GC232T,EAST,ASSAM,GUWAHATI,GCV,GCV 3W-EV,RO/RN,TP,CHOLA,9.50%{NT(W/O CPA -2% Less)
RAW_000744,AS2GC232T,EAST,ASSAM,ROASSAM,GCV,GCV 3W-EV,RO/RN,TP,CHOLA,9.50%{NT(W/O CPA -2% Less)
RAW_000745,AS2GC242P,EAST,ASSAM,ROASSAM,GCV,4W - UPTO 2500 GVW,RO/RN,PKG,FUTURE,"55.00%{NT(Except Bolero),19.50%{OD(Except Bolero)"
RAW_000746,AS1GC262P,EAST,ASSAM,GUWAHATI,GCV,4W - 3500 TO 7500 GVW,RO/RN,PKG,FUTURE,"20.00%{NT,19.50%{OD"
RAW_000747,AS1GC262T,EAST,ASSAM,GUWAHATI,GCV,4W - 3500 TO 7500 GVW,RO/RN,TP,FUTURE,20.00%{NT
RAW_000748,AS1GC302P,EAST,ASSAM,GUWAHATI,GCV,4W - ABOVE 40000 GVW,RO/RN,PKG,FUTURE,"30.00%{NT,19.50%{OD"
RAW_000749,AS1GC302T,EAST,ASSAM,GUWAHATI,GCV,4W - ABOVE 40000 GVW,RO/RN,TP,FUTURE,30.00%{NT
RAW_000750,AS1PC192P,EAST,ASSAM,GUWAHATI,PCV,PCV TAXI - UPTO 6+1 SEAT,RO/RN,PKG,FUTURE,"25.00%{NT,19.50%{OD"
RAW_000751,AS1PC192T,EAST,ASSAM,GUWAHATI,PCV,PCV TAXI - UPTO 6+1 SEAT,RO/RN,TP,FUTURE,25.00%{NT
RAW_000752,AS2GC262P,EAST,ASSAM,ROASSAM,GCV,4W - 3500 TO 7500 GVW,RO/RN,PKG,FUTURE,"20.00%{NT,19.50%{OD"
RAW_000753,AS2GC262T,EAST,ASSAM,ROASSAM,GCV,4W - 3500 TO 7500 GVW,RO/RN,TP,FUTURE,20.00%{NT
RAW_000754,AS2GC302P,EAST,ASSAM,ROASSAM,GCV,4W - ABOVE 40000 GVW,RO/RN,PKG,FUTURE,"30.00%{NT,19.50%{OD"
RAW_000755,AS2GC302T,EAST,ASSAM,ROASSAM,GCV,4W - ABOVE 40000 GVW,RO/RN,TP,FUTURE,30.00%{NT
RAW_000756,AS2PC192P,EAST,ASSAM,ROASSAM,PCV,PCV TAXI - UPTO 6+1 SEAT,RO/RN,PKG,FUTURE,"25.00%{NT,19.50%{OD"
RAW_000757,AS2PC192T,EAST,ASSAM,ROASSAM,PCV,PCV TAXI - UPTO 6+1 SEAT,RO/RN,TP,FUTURE,25.00%{NT
RAW_000758,AS2GC242T,EAST,ASSAM,ROASSAM,GCV,4W - UPTO 2500 GVW,RO/RN,TP,FUTURE,55.00%{NT(Except Bolero)
RAW_000759,AS1GC252P,EAST,ASSAM,GUWAHATI,GCV,4W - 2500 TO 3500 GVW,RO/RN,PKG,FUTURE,"25.00%{NT(Except Bolero),19.50%{OD(Except Bolero)"
RAW_000760,AS1GC252T,EAST,ASSAM,GUWAHATI,GCV,4W - 2500 TO 3500 GVW,RO/RN,TP,FUTURE,25.00%{NT(Except Bolero)
RAW_000761,AS2GC252P,EAST,ASSAM,ROASSAM,GCV,4W - 2500 TO 3500 GVW,RO/RN,PKG,FUTURE,"25.00%{NT(Except Bolero),19.50%{OD(Except Bolero)"
RAW_000762,AS2GC252T,EAST,ASSAM,ROASSAM,GCV,4W - 2500 TO 3500 GVW,RO/RN,TP,FUTURE,25.00%{NT(Except Bolero)
RAW_000763,AS1GC242T,EAST,ASSAM,GUWAHATI,GCV,4W - UPTO 2500 GVW,RO/RN,TP,FUTURE,55.00%{NT(Except Bolero)
RAW_000764,AS1GC242P,EAST,ASSAM,GUWAHATI,GCV,4W - UPTO 2500 GVW,RO/RN,PKG,FUTURE,"55.00%{NT(Except Bolero),19.50%{OD(Except Bolero)"
RAW_000765,AS2PR142S,EAST,ASSAM,ROASSAM,PRIVATE CAR,PRIVATE CAR,RO/RN,SAOD,LIBERTY,"20.00%{OD(NCB) - (AS - 1 GK,AS - 2U,AS - 3R),20.00%{OD - (AS - 1 GK,AS - 2U,AS - 3R)"
RAW_000766,AS1PR142P,EAST,ASSAM,GUWAHATI,PRIVATE CAR,PRIVATE CAR,RO/RN,PKG,LIBERTY,"24.00%{OD(NCB - PETROL) - (AS - 1 GK,AS - 2U,AS - 3R),24.00%{OD(PETROL) - (AS - 1 GK,AS - 2U,AS - 3R),23.00%{OD(NCB - DIESEL) - (AS - 1 GK,AS - 2U,AS - 3R),23.00%{OD(DIESEL) - (AS - 1 GK,AS - 2U,AS - 3R)"
RAW_000767,AS1PR142S,EAST,ASSAM,GUWAHATI,PRIVATE CAR,PRIVATE CAR,RO/RN,SAOD,LIBERTY,"20.00%{OD(NCB) - (AS - 1 GK,AS - 2U,AS - 3R),20.00%{OD - (AS - 1 GK,AS - 2U,AS - 3R)"
RAW_000768,AS12W102S,EAST,ASSAM,GUWAHATI,2W,BIKE,RO/RN,SAOD,LIBERTY,"48.00%{NT - (AS - 1 GK,AS - 2U)"
RAW_000769,AS12W122S,EAST,ASSAM,GUWAHATI,2W,SCOOTER,RO/RN,SAOD,LIBERTY,"48.00%{NT - (AS - 1 GK,AS - 2U)"
RAW_000770,AS12W122T,EAST,ASSAM,GUWAHATI,2W,SCOOTER,RO/RN,TP,LIBERTY,32.00%{NT(>75-150CC) - (AS - 2U)
RAW_000771,AS1GC282P,EAST,ASSAM,GUWAHATI,GCV,4W - 12000 TO 20000 GVW,RO/RN,PKG,LIBERTY,16.00%{NT(>10Yrs)
RAW_000772,AS1GC282T,EAST,ASSAM,GUWAHATI,GCV,4W - 12000 TO 20000 GVW,RO/RN,TP,LIBERTY,"18.00%{NT(>10Yrs),6.00%{NT(>5-10Yrs)"
RAW_000773,AS1GC292P,EAST,ASSAM,GUWAHATI,GCV,4W - 20000 TO 40000 GVW,RO/RN,PKG,LIBERTY,13.00%{NT(>10Yrs)
RAW_000774,AS1GC292T,EAST,ASSAM,GUWAHATI,GCV,4W - 20000 TO 40000 GVW,RO/RN,TP,LIBERTY,17.00%{NT(>10Yrs)
RAW_000775,AS1GC252T,EAST,ASSAM,GUWAHATI,GCV,4W - 2500 TO 3500 GVW,RO/RN,TP,LIBERTY,"30.00%{NT(>1-5Yrs) - (AS - 2U),30.00%{NT(>10Yrs) - (AS - 2U),30.00%{NT(>5-10Yrs) - (AS - 2U)"
RAW_000776,AS1GC262T,EAST,ASSAM,GUWAHATI,GCV,4W - 3500 TO 7500 GVW,RO/RN,TP,LIBERTY,"22.00%{NT(>5-10Yrs) - (AS - 2U),15.00%{NT(>10Yrs) - (AS - 2U),13.00%{NT(>1-5Yrs) - (AS - 2U)"
RAW_000777,AS1GC222T,EAST,ASSAM,GUWAHATI,GCV,GCV 3W,RO/RN,TP,LIBERTY,"51.00%{NT(>5-10Yrs) - (AS - 2U),47.00%{NT(>10Yrs) - (AS - 2U),46.00%{NT(>1-5Yrs) - (AS - 2U)"
RAW_000778,AS1PC152P,EAST,ASSAM,GUWAHATI,PCV,PCV 3W,RO/RN,PKG,LIBERTY,"29.00%{NT(>5-10Yrs) - (AS - 1 GK,AS - 2U,AS - 3R)"
RAW_000779,AS1PC152T,EAST,ASSAM,GUWAHATI,PCV,PCV 3W,RO/RN,TP,LIBERTY,"29.00%{NT(>5-10Yrs) - (AS - 1 GK,AS - 2U,AS - 3R)"
RAW_000780,AS1PR142T,EAST,ASSAM,GUWAHATI,PRIVATE CAR,PRIVATE CAR,RO/RN,TP,LIBERTY,"58.00%{NT(>1500CC - PETROL) - (AS - 2U),41.00%{NT(>1500CC - CNG) - (AS - 2U),40.00%{NT(>1000CC TO <1500CC - PETROL) - (AS - 2U),31.00%{NT(>1500CC - PETROL) - (AS - 1 GK),27.00%{NT(<1000CC - PETROL) - (AS - 2U),25.00%{NT(>1500CC - DIESEL) - (AS - 2U),16.00%{NT(>1000CC TO <1500CC - CNG) - (AS - 2U)"
RAW_000781,AS22W102S,EAST,ASSAM,ROASSAM,2W,BIKE,RO/RN,SAOD,LIBERTY,"48.00%{NT - (AS - 1 GK,AS - 2U)"
RAW_000782,AS22W122S,EAST,ASSAM,ROASSAM,2W,SCOOTER,RO/RN,SAOD,LIBERTY,"48.00%{NT - (AS - 1 GK,AS - 2U)"
RAW_000783,AS22W122T,EAST,ASSAM,ROASSAM,2W,SCOOTER,RO/RN,TP,LIBERTY,32.00%{NT(>75-150CC) - (AS - 2U)
RAW_000784,AS2GC282P,EAST,ASSAM,ROASSAM,GCV,4W - 12000 TO 20000 GVW,RO/RN,PKG,LIBERTY,16.00%{NT(>10Yrs)
RAW_000785,AS2GC282T,EAST,ASSAM,ROASSAM,GCV,4W - 12000 TO 20000 GVW,RO/RN,TP,LIBERTY,"18.00%{NT(>10Yrs),6.00%{NT(>5-10Yrs)"
RAW_000786,AS2GC292P,EAST,ASSAM,ROASSAM,GCV,4W - 20000 TO 40000 GVW,RO/RN,PKG,LIBERTY,13.00%{NT(>10Yrs)
RAW_000787,AS2GC292T,EAST,ASSAM,ROASSAM,GCV,4W - 20000 TO 40000 GVW,RO/RN,TP,LIBERTY,17.00%{NT(>10Yrs)
RAW_000788,AS2GC252T,EAST,ASSAM,ROASSAM,GCV,4W - 2500 TO 3500 GVW,RO/RN,TP,LIBERTY,"30.00%{NT(>1-5Yrs) - (AS - 2U),30.00%{NT(>10Yrs) - (AS - 2U),30.00%{NT(>5-10Yrs) - (AS - 2U)"
RAW_000789,AS2GC262T,EAST,ASSAM,ROASSAM,GCV,4W - 3500 TO 7500 GVW,RO/RN,TP,LIBERTY,"22.00%{NT(>5-10Yrs) - (AS - 2U),15.00%{NT(>10Yrs) - (AS - 2U),13.00%{NT(>1-5Yrs) - (AS - 2U)"
RAW_000790,AS2GC222T,EAST,ASSAM,ROASSAM,GCV,GCV 3W,RO/RN,TP,LIBERTY,"51.00%{NT(>5-10Yrs) - (AS - 2U),47.00%{NT(>10Yrs) - (AS - 2U),46.00%{NT(>1-5Yrs) - (AS - 2U)"
RAW_000791,AS2PC152P,EAST,ASSAM,ROASSAM,PCV,PCV 3W,RO/RN,PKG,LIBERTY,"29.00%{NT(>5-10Yrs) - (AS - 1 GK,AS - 2U,AS - 3R)"
RAW_000792,AS2PC152T,EAST,ASSAM,ROASSAM,PCV,PCV 3W,RO/RN,TP,LIBERTY,"29.00%{NT(>5-10Yrs) - (AS - 1 GK,AS - 2U,AS - 3R)"
RAW_000793,AS2PR142T,EAST,ASSAM,ROASSAM,PRIVATE CAR,PRIVATE CAR,RO/RN,TP,LIBERTY,"58.00%{NT(>1500CC - PETROL) - (AS - 2U),41.00%{NT(>1500CC - CNG) - (AS - 2U),40.00%{NT(>1000CC TO <1500CC - PETROL) - (AS - 2U),31.00%{NT(>1500CC - PETROL) - (AS - 1 GK),27.00%{NT(<1000CC - PETROL) - (AS - 2U),25.00%{NT(>1500CC - DIESEL) - (AS - 2U),16.00%{NT(>1000CC TO <1500CC - CNG) - (AS - 2U)"
RAW_000794,AS1GC242T,EAST,ASSAM,GUWAHATI,GCV,4W - UPTO 2500 GVW,RO/RN,TP,LIBERTY,"64.00%{NT(>5-10Yrs) - (AS - 2U),61.00%{NT(>10Yrs) - (AS - 2U),60.00%{NT(>1-5Yrs) - (AS - 2U),28.00%{NT(>5-10Yrs) - (AS - 3R),26.00%{NT(>5-10Yrs) - (AS - 1 GK)"
RAW_000795,AS2GC242T,EAST,ASSAM,ROASSAM,GCV,4W - UPTO 2500 GVW,RO/RN,TP,LIBERTY,"64.00%{NT(>5-10Yrs) - (AS - 2U),61.00%{NT(>10Yrs) - (AS - 2U),60.00%{NT(>1-5Yrs) - (AS - 2U),28.00%{NT(>5-10Yrs) - (AS - 3R),26.00%{NT(>5-10Yrs) - (AS - 1 GK)"
RAW_000796,AS1GC252P,EAST,ASSAM,GUWAHATI,GCV,4W - 2500 TO 3500 GVW,RO/RN,PKG,LIBERTY,"30.00%{NT(>1-5Yrs) - (AS - 2U),30.00%{NT(>10Yrs) - (AS - 2U),30.00%{NT(>5-10Yrs) - (AS - 2U)"
RAW_000797,AS1GC222P,EAST,ASSAM,GUWAHATI,GCV,GCV 3W,RO/RN,PKG,LIBERTY,"50.00%{NT(>5-10Yrs) - (AS - 2U),47.00%{NT(>10Yrs) - (AS - 2U),43.00%{NT(>1-5Yrs) - (AS - 2U),30.00%{NT(NEW) - (AS - 2U)"
RAW_000798,AS2GC252P,EAST,ASSAM,ROASSAM,GCV,4W - 2500 TO 3500 GVW,RO/RN,PKG,LIBERTY,"30.00%{NT(>1-5Yrs) - (AS - 2U),30.00%{NT(>10Yrs) - (AS - 2U),30.00%{NT(>5-10Yrs) - (AS - 2U)"
RAW_000799,AS2GC222P,EAST,ASSAM,ROASSAM,GCV,GCV 3W,RO/RN,PKG,LIBERTY,"50.00%{NT(>5-10Yrs) - (AS - 2U),47.00%{NT(>10Yrs) - (AS - 2U),43.00%{NT(>1-5Yrs) - (AS - 2U),30.00%{NT(NEW) - (AS - 2U)"
RAW_000800,AS1GC242P,EAST,ASSAM,GUWAHATI,GCV,4W - UPTO 2500 GVW,RO/RN,PKG,LIBERTY,"62.00%{NT(>5-10Yrs) - (AS - 2U),60.00%{NT(>10Yrs) - (AS - 2U),57.00%{NT(>1-5Yrs) - (AS - 2U),47.00%{NT(NEW) - (AS - 2U),28.00%{NT(>5-10Yrs) - (AS - 3R),26.00%{NT(>5-10Yrs) - (AS - 1 GK)"
RAW_000801,AS2GC242P,EAST,ASSAM,ROASSAM,GCV,4W - UPTO 2500 GVW,RO/RN,PKG,LIBERTY,"62.00%{NT(>5-10Yrs) - (AS - 2U),60.00%{NT(>10Yrs) - (AS - 2U),57.00%{NT(>1-5Yrs) - (AS - 2U),47.00%{NT(NEW) - (AS - 2U),28.00%{NT(>5-10Yrs) - (AS - 3R),26.00%{NT(>5-10Yrs) - (AS - 1 GK)"
RAW_000802,AS2PR142P,EAST,ASSAM,ROASSAM,PRIVATE CAR,PRIVATE CAR,RO/RN,PKG,LIBERTY,"24.00%{OD(NCB - PETROL) - (AS - 1 GK,AS - 2U,AS - 3R),24.00%{OD(PETROL) - (AS - 1 GK,AS - 2U,AS - 3R),23.00%{OD(NCB - DIESEL) - (AS - 1 GK,AS - 2U,AS - 3R),23.00%{OD(DIESEL) - (AS - 1 GK,AS - 2U,AS - 3R)"
RAW_000803,AS1GC262P,EAST,ASSAM,GUWAHATI,GCV,4W - 3500 TO 7500 GVW,RO/RN,PKG,LIBERTY,"22.00%{NT(>5-10Yrs) - (AS - 2U),15.00%{NT(>1-5Yrs) - (AS - 2U),15.00%{NT(>10Yrs) - (AS - 2U)"
RAW_000804,AS2GC262P,EAST,ASSAM,ROASSAM,GCV,4W - 3500 TO 7500 GVW,RO/RN,PKG,LIBERTY,"22.00%{NT(>5-10Yrs) - (AS - 2U),15.00%{NT(>1-5Yrs) - (AS - 2U),15.00%{NT(>10Yrs) - (AS - 2U)"
RAW_000805,AS2GC242P,EAST,ASSAM,ROASSAM,GCV,4W - UPTO 2500 GVW,RO/RN,PKG,MAGMA,25.50%{NT - (Shillong)
RAW_000806,AS1GC242P,EAST,ASSAM,GUWAHATI,GCV,4W - UPTO 2500 GVW,RO/RN,PKG,MAGMA,25.50%{NT - (Shillong)
RAW_000807,AS1GC282P,EAST,ASSAM,GUWAHATI,GCV,4W - 12000 TO 20000 GVW,RO/RN,PKG,MAGMA,"24.50%{NT(>=5Yrs) - (Assam1,Shillong,Assam2)"
RAW_000808,AS1GC282T,EAST,ASSAM,GUWAHATI,GCV,4W - 12000 TO 20000 GVW,RO/RN,TP,MAGMA,"26.00%{NT(>=5Yrs) - (Shillong),24.00%{NT(>=5Yrs) - (Assam2),21.00%{NT(>=5Yrs) - (Assam1),19.00%{NT(<5Yrs) - (Assam1,Shillong)"
RAW_000809,AS1GC272P,EAST,ASSAM,GUWAHATI,GCV,4W - 7500 TO 12000 GVW,RO/RN,PKG,MAGMA,14.50%{NT - (Shillong)
RAW_000810,AS1GC272T,EAST,ASSAM,GUWAHATI,GCV,4W - 7500 TO 12000 GVW,RO/RN,TP,MAGMA,22.00%{NT - (Shillong)
RAW_000811,AS1MI322T,EAST,ASSAM,GUWAHATI,MISC-D,AGRICULTURE TRACTOR,RO/RN,TP,MAGMA,"26.00%{NT(OLD) - (Assam1,Assam2)"
RAW_000812,AS1PC172P,EAST,ASSAM,GUWAHATI,PCV,PCV BUS - STAFF,RO/RN,PKG,MAGMA,"47.50%{NT - (Assam1,Shillong,Assam2)"
RAW_000813,AS1PR142T,EAST,ASSAM,GUWAHATI,PRIVATE CAR,PRIVATE CAR,RO/RN,TP,MAGMA,"40.00%{NT(DIESEL ->1500CC) - (Shillong),38.50%{NT(PETROL- 1000 TO 1500CC) - (Shillong),35.00%{NT(PETROL - >1500CC) - (Shillong),28.50%{NT(DIESEL - 1000 TO 1500CC) - (Shillong),28.50%{NT(PETROL- 1000 TO 1500CC) - (Assam2),25.00%{NT(DIESEL -<1000CC) - (Shillong),25.00%{NT(PETROL- <1000CC) - (Shillong),18.50%{NT(PETROL - >1500CC) - (Assam1),18.50%{NT(DIESEL - 1000 TO 1500CC) - (Assam2),10.50%{NT(PETROL- 1000 TO 1500CC) - (Assam1)"
RAW_000814,AS2GC282P,EAST,ASSAM,ROASSAM,GCV,4W - 12000 TO 20000 GVW,RO/RN,PKG,MAGMA,"24.50%{NT(>=5Yrs) - (Assam1,Shillong,Assam2)"
RAW_000815,AS2GC282T,EAST,ASSAM,ROASSAM,GCV,4W - 12000 TO 20000 GVW,RO/RN,TP,MAGMA,"26.00%{NT(>=5Yrs) - (Shillong),24.00%{NT(>=5Yrs) - (Assam2),21.00%{NT(>=5Yrs) - (Assam1),19.00%{NT(<5Yrs) - (Assam1,Shillong)"
RAW_000816,AS2GC272P,EAST,ASSAM,ROASSAM,GCV,4W - 7500 TO 12000 GVW,RO/RN,PKG,MAGMA,14.50%{NT - (Shillong)
RAW_000817,AS2GC272T,EAST,ASSAM,ROASSAM,GCV,4W - 7500 TO 12000 GVW,RO/RN,TP,MAGMA,22.00%{NT - (Shillong)
RAW_000818,AS2MI322T,EAST,ASSAM,ROASSAM,MISC-D,AGRICULTURE TRACTOR,RO/RN,TP,MAGMA,"26.00%{NT(OLD) - (Assam1,Assam2)"
RAW_000819,AS2PC172P,EAST,ASSAM,ROASSAM,PCV,PCV BUS - STAFF,RO/RN,PKG,MAGMA,"47.50%{NT - (Assam1,Shillong,Assam2)"
RAW_000820,AS2PR142T,EAST,ASSAM,ROASSAM,PRIVATE CAR,PRIVATE CAR,RO/RN,TP,MAGMA,"40.00%{NT(DIESEL ->1500CC) - (Shillong),38.50%{NT(PETROL- 1000 TO 1500CC) - (Shillong),35.00%{NT(PETROL - >1500CC) - (Shillong),28.50%{NT(DIESEL - 1000 TO 1500CC) - (Shillong),28.50%{NT(PETROL- 1000 TO 1500CC) - (Assam2),25.00%{NT(DIESEL -<1000CC) - (Shillong),25.00%{NT(PETROL- <1000CC) - (Shillong),18.50%{NT(PETROL - >1500CC) - (Assam1),18.50%{NT(DIESEL - 1000 TO 1500CC) - (Assam2),10.50%{NT(PETROL- 1000 TO 1500CC) - (Assam1)"
RAW_000821,AS1PC182P,EAST,ASSAM,GUWAHATI,PCV,PCV BUS - STUDENTS,RO/RN,PKG,MAGMA,"59.50%{NT - (Assam1,Shillong,Assam2)"
RAW_000822,AS2PC182P,EAST,ASSAM,ROASSAM,PCV,PCV BUS - STUDENTS,RO/RN,PKG,MAGMA,"59.50%{NT - (Assam1,Shillong,Assam2)"
RAW_000823,AS1GC242T,EAST,ASSAM,GUWAHATI,GCV,4W - UPTO 2500 GVW,RO/RN,TP,MAGMA,"28.00%{NT - (Shillong),27.00%{NT - (Assam1,Assam2)"
RAW_000824,AS2GC242T,EAST,ASSAM,ROASSAM,GCV,4W - UPTO 2500 GVW,RO/RN,TP,MAGMA,"28.00%{NT - (Shillong),27.00%{NT - (Assam1,Assam2)"
RAW_000825,AS1GC292P,EAST,ASSAM,GUWAHATI,GCV,4W - 20000 TO 40000 GVW,RO/RN,PKG,MAGMA,"25.50%{NT(>=5Yrs) - (Assam1),20.50%{NT(>=5Yrs) - (Shillong),16.50%{NT(<5Yrs) - (Shillong),13.50%{NT(>=5Yrs) - (Assam2)"
RAW_000826,AS1GC292T,EAST,ASSAM,GUWAHATI,GCV,4W - 20000 TO 40000 GVW,RO/RN,TP,MAGMA,"35.00%{NT(>=5Yrs) - (Assam1,Shillong),6.00%{NT(>=5Yrs) - (Assam2)"
RAW_000827,AS1GC302P,EAST,ASSAM,GUWAHATI,GCV,4W - ABOVE 40000 GVW,RO/RN,PKG,MAGMA,"11.50%{NT - (Assam1,Shillong,Assam2)"
RAW_000828,AS1GC302T,EAST,ASSAM,GUWAHATI,GCV,4W - ABOVE 40000 GVW,RO/RN,TP,MAGMA,"15.00%{NT - (Assam1,Shillong,Assam2)"
RAW_000829,AS1MI322P,EAST,ASSAM,GUWAHATI,MISC-D,AGRICULTURE TRACTOR,RO/RN,PKG,MAGMA,"30.50%{NT(OLD) - (Shillong),29.50%{NT(OLD) - (Assam1,Assam2),25.50%{NT(NEW) - (Shillong),19.50%{NT(NEW) - (Assam2),18.50%{NT(NEW) - (Assam1)"
RAW_000830,AS2GC292P,EAST,ASSAM,ROASSAM,GCV,4W - 20000 TO 40000 GVW,RO/RN,PKG,MAGMA,"25.50%{NT(>=5Yrs) - (Assam1),20.50%{NT(>=5Yrs) - (Shillong),16.50%{NT(<5Yrs) - (Shillong),13.50%{NT(>=5Yrs) - (Assam2)"
RAW_000831,AS2GC292T,EAST,ASSAM,ROASSAM,GCV,4W - 20000 TO 40000 GVW,RO/RN,TP,MAGMA,"35.00%{NT(>=5Yrs) - (Assam1,Shillong),6.00%{NT(>=5Yrs) - (Assam2)"
RAW_000832,AS2GC302P,EAST,ASSAM,ROASSAM,GCV,4W - ABOVE 40000 GVW,RO/RN,PKG,MAGMA,"11.50%{NT - (Assam1,Shillong,Assam2)"
RAW_000833,AS2GC302T,EAST,ASSAM,ROASSAM,GCV,4W - ABOVE 40000 GVW,RO/RN,TP,MAGMA,"15.00%{NT - (Assam1,Shillong,Assam2)"
RAW_000834,AS2MI322P,EAST,ASSAM,ROASSAM,MISC-D,AGRICULTURE TRACTOR,RO/RN,PKG,MAGMA,"30.50%{NT(OLD) - (Shillong),29.50%{NT(OLD) - (Assam1,Assam2),25.50%{NT(NEW) - (Shillong),19.50%{NT(NEW) - (Assam2),18.50%{NT(NEW) - (Assam1)"
