Rule_ID,Recon_Code,ZONE,STATE,LOCATION,PRODUCT,SUB_PRODUCT,BUSINESS_TYPE,SUB_LINE,INSURER_NAME,INFLOW
RAW_006123,SK1GC262P,EAST,NORTHEAST,SIKKIM,GCV,4W - 3500 TO 7500 GVW,RO/RN,PKG,UNITED INDIA,27.50%{NT
RAW_006124,SK1GC262T,EAST,NORTHEAST,SIKKIM,GCV,4W - 3500 TO 7500 GVW,RO/RN,TP,UNITED INDIA,27.50%{NT
RAW_006125,SK1GC272P,EAST,NORTHEAST,SIKKIM,GCV,4W - 7500 TO 12000 GVW,RO/RN,PKG,UNITED INDIA,22.50%{NT(<=10TON)
RAW_006126,SK1GC272T,EAST,NORTHEAST,SIKKIM,GCV,4W - 7500 TO 12000 GVW,RO/RN,TP,UNITED INDIA,22.50%{NT(<=10TON)
RAW_006127,SK1MI322P,EAST,NORTHEAST,SIKKIM,MISC-D,AGRICULTURE TRACTOR,RO/RN,PKG,UNITED INDIA,40.00%{NT(EXCEPT TRAILER)
RAW_006128,SK1MI322T,EAST,NORTHEAST,SIKKIM,MISC-D,AGRICULTURE TRACTOR,RO/RN,TP,UNITED INDIA,40.00%{NT(EXCEPT TRAILER)
RAW_006129,SK1PC152P,EAST,NORTHEAST,SIKKIM,PCV,PCV 3W,RO/RN,PKG,UNITED INDIA,40.00%{NT
RAW_006130,SK1PC152T,EAST,NORTHEAST,SIKKIM,PCV,PCV 3W,RO/RN,TP,UNITED INDIA,40.00%{NT
RAW_006131,SK1PC192P,EAST,NORTHEAST,SIKKIM,PCV,PCV TAXI - UPTO 6+1 SEAT,RO/RN,PKG,UNITED INDIA,25.00%{NT
RAW_006132,SK1GC242T,EAST,NORTHEAST,SIKKIM,GCV,4W - UPTO 2500 GVW,RO/RN,TP,UNITED INDIA,57.50%{NT(<=2TON)
RAW_006133,TR1GC282P,EAST,NORTHEAST,TRIPURA,GCV,4W - 12000 TO 20000 GVW,RO/RN,PKG,UNITED INDIA,15.00%{NT
RAW_006134,TR1GC282T,EAST,NORTHEAST,TRIPURA,GCV,4W - 12000 TO 20000 GVW,RO/RN,TP,UNITED INDIA,15.00%{NT
RAW_006135,TR1GC252P,EAST,NORTHEAST,TRIPURA,GCV,4W - 2500 TO 3500 GVW,RO/RN,PKG,UNITED INDIA,56.50%{NT(>2TON)
RAW_006136,TR1GC252T,EAST,NORTHEAST,TRIPURA,GCV,4W - 2500 TO 3500 GVW,RO/RN,TP,UNITED INDIA,56.50%{NT(>2TON)
RAW_006137,TR1GC262P,EAST,NORTHEAST,TRIPURA,GCV,4W - 3500 TO 7500 GVW,RO/RN,PKG,UNITED INDIA,27.50%{NT
RAW_006138,TR1GC262T,EAST,NORTHEAST,TRIPURA,GCV,4W - 3500 TO 7500 GVW,RO/RN,TP,UNITED INDIA,27.50%{NT
RAW_006139,TR1GC272P,EAST,NORTHEAST,TRIPURA,GCV,4W - 7500 TO 12000 GVW,RO/RN,PKG,UNITED INDIA,22.50%{NT(<=10TON)
RAW_006140,TR1GC272T,EAST,NORTHEAST,TRIPURA,GCV,4W - 7500 TO 12000 GVW,RO/RN,TP,UNITED INDIA,22.50%{NT(<=10TON)
RAW_006141,TR1MI322P,EAST,NORTHEAST,TRIPURA,MISC-D,AGRICULTURE TRACTOR,RO/RN,PKG,UNITED INDIA,40.00%{NT(EXCEPT TRAILER)
RAW_006142,TR1MI322T,EAST,NORTHEAST,TRIPURA,MISC-D,AGRICULTURE TRACTOR,RO/RN,TP,UNITED INDIA,40.00%{NT(EXCEPT TRAILER)
RAW_006143,TR1PC152P,EAST,NORTHEAST,TRIPURA,PCV,PCV 3W,RO/RN,PKG,UNITED INDIA,40.00%{NT
RAW_006144,TR1PC152T,EAST,NORTHEAST,TRIPURA,PCV,PCV 3W,RO/RN,TP,UNITED INDIA,40.00%{NT
RAW_006145,TR1PC192P,EAST,NORTHEAST,TRIPURA,PCV,PCV TAXI - UPTO 6+1 SEAT,RO/RN,PKG,UNITED INDIA,25.00%{NT
RAW_006146,TR1GC242T,EAST,NORTHEAST,TRIPURA,GCV,4W - UPTO 2500 GVW,RO/RN,TP,UNITED INDIA,57.50%{NT(<=2TON)
RAW_006147,AR1PC182P,EAST,NORTHEAST,ARUNACHAL PRADESH,PCV,PCV BUS - STUDENTS,RO/RN,PKG,UNITED INDIA,62.50%{NT(EDUCATIONAL INSTITUTION - Valid Docs Req)
RAW_006148,AR1PC182T,EAST,NORTHEAST,ARUNACHAL PRADESH,PCV,PCV BUS - STUDENTS,RO/RN,TP,UNITED INDIA,62.50%{NT(EDUCATIONAL INSTITUTION - Valid Docs Req)
RAW_006149,ML1PC182P,EAST,NORTHEAST,MEGHALAYA,PCV,PCV BUS - STUDENTS,RO/RN,PKG,UNITED INDIA,62.50%{NT(EDUCATIONAL INSTITUTION - Valid Docs Req)
RAW_006150,ML1PC182T,EAST,NORTHEAST,MEGHALAYA,PCV,PCV BUS - STUDENTS,RO/RN,TP,UNITED INDIA,62.50%{NT(EDUCATIONAL INSTITUTION - Valid Docs Req)
RAW_006151,MN1PC182P,EAST,NORTHEAST,MANIPUR,PCV,PCV BUS - STUDENTS,RO/RN,PKG,UNITED INDIA,62.50%{NT(EDUCATIONAL INSTITUTION - Valid Docs Req)
RAW_006152,MN1PC182T,EAST,NORTHEAST,MANIPUR,PCV,PCV BUS - STUDENTS,RO/RN,TP,UNITED INDIA,62.50%{NT(EDUCATIONAL INSTITUTION - Valid Docs Req)
RAW_006153,MZ1PC182P,EAST,NORTHEAST,MIZROM,PCV,PCV BUS - STUDENTS,RO/RN,PKG,UNITED INDIA,62.50%{NT(EDUCATIONAL INSTITUTION - Valid Docs Req)
RAW_006154,MZ1PC182T,EAST,NORTHEAST,MIZROM,PCV,PCV BUS - STUDENTS,RO/RN,TP,UNITED INDIA,62.50%{NT(EDUCATIONAL INSTITUTION - Valid Docs Req)
RAW_006155,NL1PC182P,EAST,NORTHEAST,NAGALAND,PCV,PCV BUS - STUDENTS,RO/RN,PKG,UNITED INDIA,62.50%{NT(EDUCATIONAL INSTITUTION - Valid Docs Req)
RAW_006156,NL1PC182T,EAST,NORTHEAST,NAGALAND,PCV,PCV BUS - STUDENTS,RO/RN,TP,UNITED INDIA,62.50%{NT(EDUCATIONAL INSTITUTION - Valid Docs Req)
RAW_006157,SK1PC182P,EAST,NORTHEAST,SIKKIM,PCV,PCV BUS - STUDENTS,RO/RN,PKG,UNITED INDIA,62.50%{NT(EDUCATIONAL INSTITUTION - Valid Docs Req)
RAW_006158,SK1PC182T,EAST,NORTHEAST,SIKKIM,PCV,PCV BUS - STUDENTS,RO/RN,TP,UNITED INDIA,62.50%{NT(EDUCATIONAL INSTITUTION - Valid Docs Req)
RAW_006159,TR1PC182P,EAST,NORTHEAST,TRIPURA,PCV,PCV BUS - STUDENTS,RO/RN,PKG,UNITED INDIA,62.50%{NT(EDUCATIONAL INSTITUTION - Valid Docs Req)
RAW_006160,TR1PC182T,EAST,NORTHEAST,TRIPURA,PCV,PCV BUS - STUDENTS,RO/RN,TP,UNITED INDIA,62.50%{NT(EDUCATIONAL INSTITUTION - Valid Docs Req)
RAW_006161,AR1PC172P,EAST,NORTHEAST,ARUNACHAL PRADESH,PCV,PCV BUS - STAFF,RO/RN,PKG,UNITED INDIA,62.50%{NT(INSTITUTION ONLY - Valid Docs Req)
RAW_006162,AR1PC172T,EAST,NORTHEAST,ARUNACHAL PRADESH,PCV,PCV BUS - STAFF,RO/RN,TP,UNITED INDIA,62.50%{NT(INSTITUTION ONLY - Valid Docs Req)
RAW_006163,ML1PC172P,EAST,NORTHEAST,MEGHALAYA,PCV,PCV BUS - STAFF,RO/RN,PKG,UNITED INDIA,62.50%{NT(INSTITUTION ONLY - Valid Docs Req)
RAW_006164,ML1PC172T,EAST,NORTHEAST,MEGHALAYA,PCV,PCV BUS - STAFF,RO/RN,TP,UNITED INDIA,62.50%{NT(INSTITUTION ONLY - Valid Docs Req)
RAW_006165,MN1PC172P,EAST,NORTHEAST,MANIPUR,PCV,PCV BUS - STAFF,RO/RN,PKG,UNITED INDIA,62.50%{NT(INSTITUTION ONLY - Valid Docs Req)
RAW_006166,MN1PC172T,EAST,NORTHEAST,MANIPUR,PCV,PCV BUS - STAFF,RO/RN,TP,UNITED INDIA,62.50%{NT(INSTITUTION ONLY - Valid Docs Req)
RAW_006167,MZ1PC172P,EAST,NORTHEAST,MIZROM,PCV,PCV BUS - STAFF,RO/RN,PKG,UNITED INDIA,62.50%{NT(INSTITUTION ONLY - Valid Docs Req)
RAW_006168,MZ1PC172T,EAST,NORTHEAST,MIZROM,PCV,PCV BUS - STAFF,RO/RN,TP,UNITED INDIA,62.50%{NT(INSTITUTION ONLY - Valid Docs Req)
RAW_006169,NL1PC172P,EAST,NORTHEAST,NAGALAND,PCV,PCV BUS - STAFF,RO/RN,PKG,UNITED INDIA,62.50%{NT(INSTITUTION ONLY - Valid Docs Req)
RAW_006170,NL1PC172T,EAST,NORTHEAST,NAGALAND,PCV,PCV BUS - STAFF,RO/RN,TP,UNITED INDIA,62.50%{NT(INSTITUTION ONLY - Valid Docs Req)
RAW_006171,SK1PC172P,EAST,NORTHEAST,SIKKIM,PCV,PCV BUS - STAFF,RO/RN,PKG,UNITED INDIA,62.50%{NT(INSTITUTION ONLY - Valid Docs Req)
RAW_006172,SK1PC172T,EAST,NORTHEAST,SIKKIM,PCV,PCV BUS - STAFF,RO/RN,TP,UNITED INDIA,62.50%{NT(INSTITUTION ONLY - Valid Docs Req)
RAW_006173,TR1PC172P,EAST,NORTHEAST,TRIPURA,PCV,PCV BUS - STAFF,RO/RN,PKG,UNITED INDIA,62.50%{NT(INSTITUTION ONLY - Valid Docs Req)
RAW_006174,TR1PC172T,EAST,NORTHEAST,TRIPURA,PCV,PCV BUS - STAFF,RO/RN,TP,UNITED INDIA,62.50%{NT(INSTITUTION ONLY - Valid Docs Req)
RAW_006175,NL1PC162P,EAST,NORTHEAST,NAGALAND,PCV,PCV 3W-EV,RO/RN,PKG,UNITED INDIA,40.00%{NT
RAW_006176,AR1PC162P,EAST,NORTHEAST,ARUNACHAL PRADESH,PCV,PCV 3W-EV,RO/RN,PKG,UNITED INDIA,40.00%{NT
RAW_006177,ML1PC162P,EAST,NORTHEAST,MEGHALAYA,PCV,PCV 3W-EV,RO/RN,PKG,UNITED INDIA,40.00%{NT
RAW_006178,MN1PC162P,EAST,NORTHEAST,MANIPUR,PCV,PCV 3W-EV,RO/RN,PKG,UNITED INDIA,40.00%{NT
RAW_006179,MZ1PC162P,EAST,NORTHEAST,MIZROM,PCV,PCV 3W-EV,RO/RN,PKG,UNITED INDIA,40.00%{NT
RAW_006180,SK1PC162P,EAST,NORTHEAST,SIKKIM,PCV,PCV 3W-EV,RO/RN,PKG,UNITED INDIA,40.00%{NT
RAW_006181,TR1PC162P,EAST,NORTHEAST,TRIPURA,PCV,PCV 3W-EV,RO/RN,PKG,UNITED INDIA,40.00%{NT
RAW_006182,NL1PC162T,EAST,NORTHEAST,NAGALAND,PCV,PCV 3W-EV,RO/RN,TP,UNITED INDIA,40.00%{NT
RAW_006183,AR1PC162T,EAST,NORTHEAST,ARUNACHAL PRADESH,PCV,PCV 3W-EV,RO/RN,TP,UNITED INDIA,40.00%{NT
RAW_006184,ML1PC162T,EAST,NORTHEAST,MEGHALAYA,PCV,PCV 3W-EV,RO/RN,TP,UNITED INDIA,40.00%{NT
RAW_006185,MN1PC162T,EAST,NORTHEAST,MANIPUR,PCV,PCV 3W-EV,RO/RN,TP,UNITED INDIA,40.00%{NT
RAW_006186,MZ1PC162T,EAST,NORTHEAST,MIZROM,PCV,PCV 3W-EV,RO/RN,TP,UNITED INDIA,40.00%{NT
RAW_006187,SK1PC162T,EAST,NORTHEAST,SIKKIM,PCV,PCV 3W-EV,RO/RN,TP,UNITED INDIA,40.00%{NT
RAW_006188,TR1PC162T,EAST,NORTHEAST,TRIPURA,PCV,PCV 3W-EV,RO/RN,TP,UNITED INDIA,40.00%{NT
RAW_006189,NL1GC232P,EAST,NORTHEAST,NAGALAND,GCV,GCV 3W-EV,RO/RN,PKG,UNITED INDIA,50.00%{NT
RAW_006190,AR1GC232P,EAST,NORTHEAST,ARUNACHAL PRADESH,GCV,GCV 3W-EV,RO/RN,PKG,UNITED INDIA,50.00%{NT
RAW_006191,ML1GC232P,EAST,NORTHEAST,MEGHALAYA,GCV,GCV 3W-EV,RO/RN,PKG,UNITED INDIA,50.00%{NT
RAW_006192,MN1GC232P,EAST,NORTHEAST,MANIPUR,GCV,GCV 3W-EV,RO/RN,PKG,UNITED INDIA,50.00%{NT
RAW_006193,MZ1GC232P,EAST,NORTHEAST,MIZROM,GCV,GCV 3W-EV,RO/RN,PKG,UNITED INDIA,50.00%{NT
RAW_006194,SK1GC232P,EAST,NORTHEAST,SIKKIM,GCV,GCV 3W-EV,RO/RN,PKG,UNITED INDIA,50.00%{NT
RAW_006195,TR1GC232P,EAST,NORTHEAST,TRIPURA,GCV,GCV 3W-EV,RO/RN,PKG,UNITED INDIA,50.00%{NT
RAW_006196,NL1GC232T,EAST,NORTHEAST,NAGALAND,GCV,GCV 3W-EV,RO/RN,TP,UNITED INDIA,50.00%{NT
RAW_006197,AR1GC232T,EAST,NORTHEAST,ARUNACHAL PRADESH,GCV,GCV 3W-EV,RO/RN,TP,UNITED INDIA,50.00%{NT
RAW_006198,ML1GC232T,EAST,NORTHEAST,MEGHALAYA,GCV,GCV 3W-EV,RO/RN,TP,UNITED INDIA,50.00%{NT
RAW_006199,MN1GC232T,EAST,NORTHEAST,MANIPUR,GCV,GCV 3W-EV,RO/RN,TP,UNITED INDIA,50.00%{NT
RAW_006200,MZ1GC232T,EAST,NORTHEAST,MIZROM,GCV,GCV 3W-EV,RO/RN,TP,UNITED INDIA,50.00%{NT
RAW_006201,SK1GC232T,EAST,NORTHEAST,SIKKIM,GCV,GCV 3W-EV,RO/RN,TP,UNITED INDIA,50.00%{NT
RAW_006202,TR1GC232T,EAST,NORTHEAST,TRIPURA,GCV,GCV 3W-EV,RO/RN,TP,UNITED INDIA,50.00%{NT
RAW_006203,OD2PR142P,EAST,ODISHA,ROOD,PRIVATE CAR,PRIVATE CAR,RO/RN,PKG,CHOLA,"25.00%{OD(W/O CPA -2% Less - Upto 1000CC),25.00%{OD(W/O CPA -2% Less - Above 1000CC to 1500CC),25.00%{OD(W/O CPA -2% Less - Above 1500CC)"
RAW_006204,OD1PR142P,EAST,ODISHA,BHUBANESHWAR,PRIVATE CAR,PRIVATE CAR,RO/RN,PKG,CHOLA,"25.00%{OD(W/O CPA -2% Less - Upto 1000CC),25.00%{OD(W/O CPA -2% Less - Above 1000CC to 1500CC),25.00%{OD(W/O CPA -2% Less - Above 1500CC)"
RAW_006205,OD2MI322P,EAST,ODISHA,ROOD,MISC-D,AGRICULTURE TRACTOR,RO/RN,PKG,CHOLA,42.00%{NT(W/O CPA -2% Less)
RAW_006206,OD1MI322P,EAST,ODISHA,BHUBANESHWAR,MISC-D,AGRICULTURE TRACTOR,RO/RN,PKG,CHOLA,42.00%{NT(W/O CPA -2% Less)
RAW_006207,OD2GC242T,EAST,ODISHA,ROOD,GCV,4W - UPTO 2500 GVW,RO/RN,TP,CHOLA,"44.50%{NT(W/O CPA -2% Less - TATA/Maruti/MahindraAce, Super Ace, Yodha, Xenon, Magic, Intra, Super Carry, Mahindra Jeeto,Tractor ,Supro),24.50%{NT(W/O CPA -2% Less)"
RAW_006208,OD1GC282P,EAST,ODISHA,BHUBANESHWAR,GCV,4W - 12000 TO 20000 GVW,RO/RN,PKG,CHOLA,"22.00%{NT(W/O CPA -2% Less - Upto 16K Ton),14.50%{NT(W/O CPA -2% Less - Aove 16K Ton)"
RAW_006209,OD1GC282T,EAST,ODISHA,BHUBANESHWAR,GCV,4W - 12000 TO 20000 GVW,RO/RN,TP,CHOLA,"17.00%{NT(W/O CPA -2% Less - Upto 16K Ton),17.00%{NT(W/O CPA -2% Less - Aove 16K Ton)"
RAW_006210,OD1GC292P,EAST,ODISHA,BHUBANESHWAR,GCV,4W - 20000 TO 40000 GVW,RO/RN,PKG,CHOLA,27.00%{NT(W/O CPA -2% Less)
RAW_006211,OD1GC292T,EAST,ODISHA,BHUBANESHWAR,GCV,4W - 20000 TO 40000 GVW,RO/RN,TP,CHOLA,17.00%{NT(W/O CPA -2% Less)
RAW_006212,OD1GC252P,EAST,ODISHA,BHUBANESHWAR,GCV,4W - 2500 TO 3500 GVW,RO/RN,PKG,CHOLA,"44.50%{NT(W/O CPA -2% Less - TATA/Maruti/MahindraAce, Super Ace, Yodha, Xenon, Magic, Intra, Super Carry, Mahindra Jeeto,Tractor ,Supro),34.50%{NT(W/O CPA -2% Less)"
RAW_006213,OD1GC252T,EAST,ODISHA,BHUBANESHWAR,GCV,4W - 2500 TO 3500 GVW,RO/RN,TP,CHOLA,"44.50%{NT(W/O CPA -2% Less - TATA/Maruti/MahindraAce, Super Ace, Yodha, Xenon, Magic, Intra, Super Carry, Mahindra Jeeto,Tractor ,Supro),24.50%{NT(W/O CPA -2% Less)"
RAW_006214,OD1GC262P,EAST,ODISHA,BHUBANESHWAR,GCV,4W - 3500 TO 7500 GVW,RO/RN,PKG,CHOLA,29.50%{NT(W/O CPA -2% Less)
RAW_006215,OD1GC262T,EAST,ODISHA,BHUBANESHWAR,GCV,4W - 3500 TO 7500 GVW,RO/RN,TP,CHOLA,27.00%{NT(W/O CPA -2% Less)
RAW_006216,OD1GC272P,EAST,ODISHA,BHUBANESHWAR,GCV,4W - 7500 TO 12000 GVW,RO/RN,PKG,CHOLA,22.00%{NT(W/O CPA -2% Less)
RAW_006217,OD1GC302P,EAST,ODISHA,BHUBANESHWAR,GCV,4W - ABOVE 40000 GVW,RO/RN,PKG,CHOLA,"27.00%{NT(W/O CPA -2% Less - Upto 43K Ton),17.00%{NT(W/O CPA -2% Less - Above 43K to 47.5K Ton),14.50%{NT(W/O CPA -2% Less - Above 47.5K to 56K Ton)"
RAW_006218,OD1GC302T,EAST,ODISHA,BHUBANESHWAR,GCV,4W - ABOVE 40000 GVW,RO/RN,TP,CHOLA,"27.00%{NT(W/O CPA -2% Less - Upto 43K Ton),17.00%{NT(W/O CPA -2% Less - Above 43K to 47.5K Ton),14.50%{NT(W/O CPA -2% Less - Above 47.5K to 56K Ton)"
RAW_006219,OD1GC222P,EAST,ODISHA,BHUBANESHWAR,GCV,GCV 3W,RO/RN,PKG,CHOLA,12.00%{NT(W/O CPA -2% Less)
RAW_006220,OD1GC222T,EAST,ODISHA,BHUBANESHWAR,GCV,GCV 3W,RO/RN,TP,CHOLA,7.00%{NT(W/O CPA -2% Less)
RAW_006221,OD1MI332P,EAST,ODISHA,BHUBANESHWAR,MISC-D,MISC D,RO/RN,PKG,CHOLA,"35.00%{NT(W/O CPA -2% Less - HARVESTOR),30.00%{NT(W/O CPA -2% Less - Loader, Excavators/Earth Movers, Crane, Bulldozers/Bullgraders, Road Rollers, Fork Lift Trucks)"
RAW_006222,OD1MI332T,EAST,ODISHA,BHUBANESHWAR,MISC-D,MISC D,RO/RN,TP,CHOLA,"30.00%{NT(W/O CPA -2% Less - Loader, Excavators/Earth Movers, Crane, Bulldozers/Bullgraders, Road Rollers, Fork Lift Trucks)"
RAW_006223,OD1PC152P,EAST,ODISHA,BHUBANESHWAR,PCV,PCV 3W,RO/RN,PKG,CHOLA,12.50%{NT(W/O CPA -2% Less)
RAW_006224,OD1PC152T,EAST,ODISHA,BHUBANESHWAR,PCV,PCV 3W,RO/RN,TP,CHOLA,12.50%{NT(W/O CPA -2% Less)
RAW_006225,OD1PR142S,EAST,ODISHA,BHUBANESHWAR,PRIVATE CAR,PRIVATE CAR,RO/RN,SAOD,CHOLA,20.00%{OD(Above 1500CC - petrol)
RAW_006226,OD1PR142T,EAST,ODISHA,BHUBANESHWAR,PRIVATE CAR,PRIVATE CAR,RO/RN,TP,CHOLA,"30.00%{NT(W/O CPA -2% Less - Above 1500CC),25.00%{NT(W/O CPA -2% Less - Above 1000CC to 1500CC)"
RAW_006227,OD2GC282P,EAST,ODISHA,ROOD,GCV,4W - 12000 TO 20000 GVW,RO/RN,PKG,CHOLA,"22.00%{NT(W/O CPA -2% Less - Upto 16K Ton),14.50%{NT(W/O CPA -2% Less - Aove 16K Ton)"
RAW_006228,OD2GC282T,EAST,ODISHA,ROOD,GCV,4W - 12000 TO 20000 GVW,RO/RN,TP,CHOLA,"17.00%{NT(W/O CPA -2% Less - Upto 16K Ton),17.00%{NT(W/O CPA -2% Less - Aove 16K Ton)"
RAW_006229,OD2GC292P,EAST,ODISHA,ROOD,GCV,4W - 20000 TO 40000 GVW,RO/RN,PKG,CHOLA,27.00%{NT(W/O CPA -2% Less)
RAW_006230,OD2GC292T,EAST,ODISHA,ROOD,GCV,4W - 20000 TO 40000 GVW,RO/RN,TP,CHOLA,17.00%{NT(W/O CPA -2% Less)
RAW_006231,OD2GC252P,EAST,ODISHA,ROOD,GCV,4W - 2500 TO 3500 GVW,RO/RN,PKG,CHOLA,"44.50%{NT(W/O CPA -2% Less - TATA/Maruti/MahindraAce, Super Ace, Yodha, Xenon, Magic, Intra, Super Carry, Mahindra Jeeto,Tractor ,Supro),34.50%{NT(W/O CPA -2% Less)"
RAW_006232,OD2GC252T,EAST,ODISHA,ROOD,GCV,4W - 2500 TO 3500 GVW,RO/RN,TP,CHOLA,"44.50%{NT(W/O CPA -2% Less - TATA/Maruti/MahindraAce, Super Ace, Yodha, Xenon, Magic, Intra, Super Carry, Mahindra Jeeto,Tractor ,Supro),24.50%{NT(W/O CPA -2% Less)"
RAW_006233,OD2GC262P,EAST,ODISHA,ROOD,GCV,4W - 3500 TO 7500 GVW,RO/RN,PKG,CHOLA,29.50%{NT(W/O CPA -2% Less)
RAW_006234,OD2GC262T,EAST,ODISHA,ROOD,GCV,4W - 3500 TO 7500 GVW,RO/RN,TP,CHOLA,27.00%{NT(W/O CPA -2% Less)
RAW_006235,OD2GC272P,EAST,ODISHA,ROOD,GCV,4W - 7500 TO 12000 GVW,RO/RN,PKG,CHOLA,22.00%{NT(W/O CPA -2% Less)
RAW_006236,OD2GC302P,EAST,ODISHA,ROOD,GCV,4W - ABOVE 40000 GVW,RO/RN,PKG,CHOLA,"27.00%{NT(W/O CPA -2% Less - Upto 43K Ton),17.00%{NT(W/O CPA -2% Less - Above 43K to 47.5K Ton),14.50%{NT(W/O CPA -2% Less - Above 47.5K to 56K Ton)"
RAW_006237,OD2GC302T,EAST,ODISHA,ROOD,GCV,4W - ABOVE 40000 GVW,RO/RN,TP,CHOLA,"27.00%{NT(W/O CPA -2% Less - Upto 43K Ton),17.00%{NT(W/O CPA -2% Less - Above 43K to 47.5K Ton),14.50%{NT(W/O CPA -2% Less - Above 47.5K to 56K Ton)"
RAW_006238,OD2GC222P,EAST,ODISHA,ROOD,GCV,GCV 3W,RO/RN,PKG,CHOLA,12.00%{NT(W/O CPA -2% Less)
RAW_006239,OD2GC222T,EAST,ODISHA,ROOD,GCV,GCV 3W,RO/RN,TP,CHOLA,7.00%{NT(W/O CPA -2% Less)
RAW_006240,OD2MI332P,EAST,ODISHA,ROOD,MISC-D,MISC D,RO/RN,PKG,CHOLA,"35.00%{NT(W/O CPA -2% Less - HARVESTOR),30.00%{NT(W/O CPA -2% Less - Loader, Excavators/Earth Movers, Crane, Bulldozers/Bullgraders, Road Rollers, Fork Lift Trucks)"
RAW_006241,OD2MI332T,EAST,ODISHA,ROOD,MISC-D,MISC D,RO/RN,TP,CHOLA,"30.00%{NT(W/O CPA -2% Less - Loader, Excavators/Earth Movers, Crane, Bulldozers/Bullgraders, Road Rollers, Fork Lift Trucks)"
RAW_006242,OD2PC152P,EAST,ODISHA,ROOD,PCV,PCV 3W,RO/RN,PKG,CHOLA,12.50%{NT(W/O CPA -2% Less)
RAW_006243,OD2PC152T,EAST,ODISHA,ROOD,PCV,PCV 3W,RO/RN,TP,CHOLA,12.50%{NT(W/O CPA -2% Less)
RAW_006244,OD2PR142S,EAST,ODISHA,ROOD,PRIVATE CAR,PRIVATE CAR,RO/RN,SAOD,CHOLA,20.00%{OD(Above 1500CC - petrol)
RAW_006245,OD2PR142T,EAST,ODISHA,ROOD,PRIVATE CAR,PRIVATE CAR,RO/RN,TP,CHOLA,"30.00%{NT(W/O CPA -2% Less - Above 1500CC),25.00%{NT(W/O CPA -2% Less - Above 1000CC to 1500CC)"
RAW_006246,OD1PC182P,EAST,ODISHA,BHUBANESHWAR,PCV,PCV BUS - STUDENTS,RO/RN,PKG,CHOLA,50.00%{NT(W/O CPA -2% Less)
RAW_006247,OD1PC182T,EAST,ODISHA,BHUBANESHWAR,PCV,PCV BUS - STUDENTS,RO/RN,TP,CHOLA,50.00%{NT(W/O CPA -2% Less)
RAW_006248,OD2PC182P,EAST,ODISHA,ROOD,PCV,PCV BUS - STUDENTS,RO/RN,PKG,CHOLA,50.00%{NT(W/O CPA -2% Less)
RAW_006249,OD2PC182T,EAST,ODISHA,ROOD,PCV,PCV BUS - STUDENTS,RO/RN,TP,CHOLA,50.00%{NT(W/O CPA -2% Less)
RAW_006250,OD1PC172P,EAST,ODISHA,BHUBANESHWAR,PCV,PCV BUS - STAFF,RO/RN,PKG,CHOLA,42.00%{NT(W/O CPA -2% Less)
RAW_006251,OD1PC172T,EAST,ODISHA,BHUBANESHWAR,PCV,PCV BUS - STAFF,RO/RN,TP,CHOLA,42.00%{NT(W/O CPA -2% Less)
RAW_006252,OD2PC172P,EAST,ODISHA,ROOD,PCV,PCV BUS - STAFF,RO/RN,PKG,CHOLA,42.00%{NT(W/O CPA -2% Less)
RAW_006253,OD2PC172T,EAST,ODISHA,ROOD,PCV,PCV BUS - STAFF,RO/RN,TP,CHOLA,42.00%{NT(W/O CPA -2% Less)
RAW_006254,OD1GC242T,EAST,ODISHA,BHUBANESHWAR,GCV,4W - UPTO 2500 GVW,RO/RN,TP,CHOLA,"44.50%{NT(W/O CPA -2% Less - TATA/Maruti/MahindraAce, Super Ace, Yodha, Xenon, Magic, Intra, Super Carry, Mahindra Jeeto,Tractor ,Supro),24.50%{NT(W/O CPA -2% Less)"
RAW_006255,OD1GC242P,EAST,ODISHA,BHUBANESHWAR,GCV,4W - UPTO 2500 GVW,RO/RN,PKG,CHOLA,"44.50%{NT(W/O CPA -2% Less - TATA/Maruti/MahindraAce, Super Ace, Yodha, Xenon, Magic, Intra, Super Carry, Mahindra Jeeto,Tractor ,Supro),34.50%{NT(W/O CPA -2% Less)"
RAW_006256,OD2GC242P,EAST,ODISHA,ROOD,GCV,4W - UPTO 2500 GVW,RO/RN,PKG,CHOLA,"44.50%{NT(W/O CPA -2% Less - TATA/Maruti/MahindraAce, Super Ace, Yodha, Xenon, Magic, Intra, Super Carry, Mahindra Jeeto,Tractor ,Supro),34.50%{NT(W/O CPA -2% Less)"
RAW_006257,OD12W121P,EAST,ODISHA,BHUBANESHWAR,2W,SCOOTER,NEW(1+5),PKG,CHOLA,"40.00%{NT(W/O CPA -2% Less - SUZUKI),39.50%{NT(W/O CPA -2% Less - Others),32.00%{NT(W/O CPA -2% Less - TVS),29.50%{NT(W/O CPA -2% Less - Honda),28.00%{NT(W/O CPA -2% Less - Yamaha),21.00%{NT(W/O CPA -2% Less - Hero)"
