Product_Code,SubProduct_Code,BusinessType_Code,Rule_Business_Variant,SubLine_Code,State_Code,Location_Code,INFLOW,Insurer,Effective Date from
PROD_2W,SP_2W_BIKE,BT_NEW,NEW(1+5),SL_PKG,ST_GJ,LOC_GJ_AHMEDABAD,"40.00%{NT(W/O CPA -2% Less - SUZUKI - Upto 150cc),40.00%{NT(W/O CPA -2% Less - SUZUKI - >150cc-350cc),36.00%{NT(W/O CPA -2% Less - Hero - Upto 150cc),36.00%{NT(W/O CPA -2% Less - Hero - >150cc-350cc),17.00%{NT(W/O CPA -2% Less - Honda - Upto 150cc),17.00%{NT(W/O CPA -2% Less - Honda - >150cc-350cc),17.00%{NT(W/O CPA -2% Less - Others - Upto 150cc)",CHOLA,01-07-2026
PROD_2W,SP_2W_BIKE,BT_NEW,NEW(1+5),SL_PKG,ST_GJ,LOC_GJ_ROGJ,"40.00%{NT(W/O CPA -2% Less - SUZUKI - Upto 150cc),40.00%{NT(W/O CPA -2% Less - SUZUKI - >150cc-350cc),36.00%{NT(W/O CPA -2% Less - Hero - Upto 150cc),36.00%{NT(W/O CPA -2% Less - Hero - >150cc-350cc),17.00%{NT(W/O CPA -2% Less - Honda - Upto 150cc),17.00%{NT(W/O CPA -2% Less - Honda - >150cc-350cc),17.00%{NT(W/O CPA -2% Less - Others - Upto 150cc)",CHOLA,01-07-2026
PROD_2W,SP_2W_BIKE,BT_NEW,NEW(1+5),SL_PKG,ST_GJ,LOC_GJ_SURAT,"40.00%{NT(W/O CPA -2% Less - SUZUKI - Upto 150cc),40.00%{NT(W/O CPA -2% Less - SUZUKI - >150cc-350cc),36.00%{NT(W/O CPA -2% Less - Hero - Upto 150cc),36.00%{NT(W/O CPA -2% Less - Hero - >150cc-350cc),17.00%{NT(W/O CPA -2% Less - Honda - Upto 150cc),17.00%{NT(W/O CPA -2% Less - Honda - >150cc-350cc),17.00%{NT(W/O CPA -2% Less - Others - Upto 150cc)",CHOLA,01-07-2026
PROD_2W,SP_2W_BIKE,BT_NEW,NEW(1+5),SL_PKG,ST_GJ,LOC_GJ_VADODARA,"40.00%{NT(W/O CPA -2% Less - SUZUKI - Upto 150cc),40.00%{NT(W/O CPA -2% Less - SUZUKI - >150cc-350cc),36.00%{NT(W/O CPA -2% Less - Hero - Upto 150cc),36.00%{NT(W/O CPA -2% Less - Hero - >150cc-350cc),17.00%{NT(W/O CPA -2% Less - Honda - Upto 150cc),17.00%{NT(W/O CPA -2% Less - Honda - >150cc-350cc),17.00%{NT(W/O CPA -2% Less - Others - Upto 150cc)",CHOLA,01-07-2026
PROD_2W,SP_2W_BIKE,BT_NEW,NEW(1+5),SL_PKG,ST_HP,LOC_HP_ALL,"32.00%{NT(W/O CPA -2% Less - SUZUKI - Upto 150cc),32.00%{NT(W/O CPA -2% Less - SUZUKI - >150cc-350cc)",CHOLA,01-07-2026
PROD_2W,SP_2W_BIKE,BT_NEW,NEW(1+5),SL_PKG,ST_JH,LOC_JH_RANCHI,"40.00%{NT(W/O CPA -2% Less - SUZUKI - Upto 150cc),40.00%{NT(W/O CPA -2% Less - SUZUKI - >150cc-350cc),36.00%{NT(W/O CPA -2% Less - Hero - Upto 150cc),36.00%{NT(W/O CPA -2% Less - Hero - >150cc-350cc),27.00%{NT(W/O CPA -2% Less - TVS - Upto 150cc),27.00%{NT(W/O CPA -2% Less - TVS - >150cc-350cc),23.00%{NT(W/O CPA -2% Less - Honda - Upto 150cc),23.00%{NT(W/O CPA -2% Less - Honda - >150cc-350cc),23.00%{NT(W/O CPA -2% Less - Others - Upto 150cc)",CHOLA,01-07-2026
PROD_2W,SP_2W_BIKE,BT_NEW,NEW(1+5),SL_PKG,ST_JH,LOC_JH_ROJH,"40.00%{NT(W/O CPA -2% Less - SUZUKI - Upto 150cc),40.00%{NT(W/O CPA -2% Less - SUZUKI - >150cc-350cc),36.00%{NT(W/O CPA -2% Less - Hero - Upto 150cc),36.00%{NT(W/O CPA -2% Less - Hero - >150cc-350cc),27.00%{NT(W/O CPA -2% Less - TVS - Upto 150cc),27.00%{NT(W/O CPA -2% Less - TVS - >150cc-350cc),23.00%{NT(W/O CPA -2% Less - Honda - Upto 150cc),23.00%{NT(W/O CPA -2% Less - Honda - >150cc-350cc),23.00%{NT(W/O CPA -2% Less - Others - Upto 150cc)",CHOLA,01-07-2026
PROD_2W,SP_2W_BIKE,BT_NEW,NEW(1+5),SL_PKG,ST_KA,LOC_KA_BANGALORE,"40.00%{NT(W/O CPA -2% Less - SUZUKI - Upto 150cc),40.00%{NT(W/O CPA -2% Less - SUZUKI - >150cc-350cc)",CHOLA,01-07-2026
PROD_2W,SP_2W_BIKE,BT_NEW,NEW(1+5),SL_PKG,ST_MEGHALAYA,LOC_MEGHALAYA,"40.00%{NT(W/O CPA -2% Less - SUZUKI - Upto 150cc),40.00%{NT(W/O CPA -2% Less - SUZUKI - >150cc-350cc),26.00%{NT(W/O CPA -2% Less - Hero - Upto 150cc),26.00%{NT(W/O CPA -2% Less - Hero - >150cc-350cc),17.00%{NT(W/O CPA -2% Less - Yamaha - Upto 150cc),17.00%{NT(W/O CPA -2% Less - Yamaha - >150cc-350cc)",CHOLA,01-07-2026
PROD_2W,SP_2W_BIKE,BT_NEW,NEW(1+5),SL_PKG,ST_MH,LOC_MH_MUMBAI,"40.00%{NT(W/O CPA -2% Less - SUZUKI - Upto 150cc),40.00%{NT(W/O CPA -2% Less - SUZUKI - >150cc-350cc),30.00%{NT(W/O CPA -2% Less - Hero - >150cc-350cc),30.00%{NT(W/O CPA -2% Less - Yamaha - Upto 150cc),30.00%{NT(W/O CPA -2% Less - Yamaha - >150cc-350cc),25.00%{NT(W/O CPA -2% Less - Hero - Upto 150cc),18.50%{NT(W/O CPA -2% Less - Royal Enfield - >150cc-350cc),18.50%{NT(W/O CPA -2% Less - Royal Enfield - >350cc),17.00%{NT(W/O CPA -2% Less - TVS - >150cc-350cc)",CHOLA,01-07-2026
PROD_2W,SP_2W_BIKE,BT_NEW,NEW(1+5),SL_PKG,ST_MH,LOC_MH_NAGPUR,"40.00%{NT(W/O CPA -2% Less - SUZUKI - Upto 150cc),40.00%{NT(W/O CPA -2% Less - SUZUKI - >150cc-350cc),30.00%{NT(W/O CPA -2% Less - Hero - >150cc-350cc),30.00%{NT(W/O CPA -2% Less - Yamaha - Upto 150cc),30.00%{NT(W/O CPA -2% Less - Yamaha - >150cc-350cc),25.00%{NT(W/O CPA -2% Less - Hero - Upto 150cc),18.50%{NT(W/O CPA -2% Less - Royal Enfield - >150cc-350cc),18.50%{NT(W/O CPA -2% Less - Royal Enfield - >350cc),17.00%{NT(W/O CPA -2% Less - TVS - >150cc-350cc)",CHOLA,01-07-2026
PROD_2W,SP_2W_BIKE,BT_NEW,NEW(1+5),SL_PKG,ST_MH,LOC_MH_PUNE,"40.00%{NT(W/O CPA -2% Less - SUZUKI - Upto 150cc),40.00%{NT(W/O CPA -2% Less - SUZUKI - >150cc-350cc),30.00%{NT(W/O CPA -2% Less - Hero - >150cc-350cc),30.00%{NT(W/O CPA -2% Less - Yamaha - Upto 150cc),30.00%{NT(W/O CPA -2% Less - Yamaha - >150cc-350cc),25.00%{NT(W/O CPA -2% Less - Hero - Upto 150cc),18.50%{NT(W/O CPA -2% Less - Royal Enfield - >150cc-350cc),18.50%{NT(W/O CPA -2% Less - Royal Enfield - >350cc),17.00%{NT(W/O CPA -2% Less - TVS - >150cc-350cc)",CHOLA,01-07-2026
PROD_2W,SP_2W_BIKE,BT_NEW,NEW(1+5),SL_PKG,ST_MH,LOC_MH_ROMH,"40.00%{NT(W/O CPA -2% Less - SUZUKI - Upto 150cc),40.00%{NT(W/O CPA -2% Less - SUZUKI - >150cc-350cc),30.00%{NT(W/O CPA -2% Less - Hero - >150cc-350cc),30.00%{NT(W/O CPA -2% Less - Yamaha - Upto 150cc),30.00%{NT(W/O CPA -2% Less - Yamaha - >150cc-350cc),25.00%{NT(W/O CPA -2% Less - Hero - Upto 150cc),18.50%{NT(W/O CPA -2% Less - Royal Enfield - >150cc-350cc),18.50%{NT(W/O CPA -2% Less - Royal Enfield - >350cc),17.00%{NT(W/O CPA -2% Less - TVS - >150cc-350cc)",CHOLA,01-07-2026
PROD_2W,SP_2W_BIKE,BT_NEW,NEW(1+5),SL_PKG,ST_NAGALAND,LOC_NAGALAND,"40.00%{NT(W/O CPA -2% Less - SUZUKI - Upto 150cc),40.00%{NT(W/O CPA -2% Less - SUZUKI - >150cc-350cc),26.00%{NT(W/O CPA -2% Less - Hero - Upto 150cc),26.00%{NT(W/O CPA -2% Less - Hero - >150cc-350cc),17.00%{NT(W/O CPA -2% Less - Yamaha - Upto 150cc),17.00%{NT(W/O CPA -2% Less - Yamaha - >150cc-350cc)",CHOLA,01-07-2026
PROD_2W,SP_2W_BIKE,BT_NEW,NEW(1+5),SL_PKG,ST_OD,LOC_OD_BHUBANESHWAR,"40.00%{NT(W/O CPA -2% Less - SUZUKI - >150cc-350cc),21.00%{NT(W/O CPA -2% Less - Hero - >150cc-350cc)",CHOLA,01-07-2026
PROD_2W,SP_2W_BIKE,BT_NEW,NEW(1+5),SL_PKG,ST_OD,LOC_OD_ROOD,"40.00%{NT(W/O CPA -2% Less - SUZUKI - >150cc-350cc),21.00%{NT(W/O CPA -2% Less - Hero - >150cc-350cc)",CHOLA,01-07-2026
PROD_2W,SP_2W_BIKE,BT_NEW,NEW(1+5),SL_PKG,ST_PB,LOC_PB_LUDHIANA,"32.00%{NT(W/O CPA -2% Less - SUZUKI - Upto 150cc),32.00%{NT(W/O CPA -2% Less - SUZUKI - >150cc-350cc)",CHOLA,01-07-2026
PROD_2W,SP_2W_BIKE,BT_NEW,NEW(1+5),SL_PKG,ST_PB,LOC_PB_ROPB,"32.00%{NT(W/O CPA -2% Less - SUZUKI - Upto 150cc),32.00%{NT(W/O CPA -2% Less - SUZUKI - >150cc-350cc)",CHOLA,01-07-2026
PROD_2W,SP_2W_BIKE,BT_NEW,NEW(1+5),SL_PKG,ST_TN,LOC_TN_CHENNAI,"40.00%{NT(W/O CPA -2% Less - SUZUKI - Upto 150cc),40.00%{NT(W/O CPA -2% Less - SUZUKI - >150cc-350cc)",CHOLA,01-07-2026
PROD_2W,SP_2W_BIKE,BT_NEW,NEW(1+5),SL_PKG,ST_TN,LOC_TN_COIMBATORE,"40.00%{NT(W/O CPA -2% Less - SUZUKI - Upto 150cc),40.00%{NT(W/O CPA -2% Less - SUZUKI - >150cc-350cc)",CHOLA,01-07-2026
PROD_2W,SP_2W_BIKE,BT_NEW,NEW(1+5),SL_PKG,ST_TN,LOC_TN_ROTN,"40.00%{NT(W/O CPA -2% Less - SUZUKI - Upto 150cc),40.00%{NT(W/O CPA -2% Less - SUZUKI - >150cc-350cc)",CHOLA,01-07-2026
PROD_2W,SP_2W_BIKE,BT_NEW,NEW(1+5),SL_PKG,ST_TRIPURA,LOC_TRIPURA,"40.00%{NT(W/O CPA -2% Less - SUZUKI - Upto 150cc),40.00%{NT(W/O CPA -2% Less - SUZUKI - >150cc-350cc),26.00%{NT(W/O CPA -2% Less - Hero - Upto 150cc),26.00%{NT(W/O CPA -2% Less - Hero - >150cc-350cc),17.00%{NT(W/O CPA -2% Less - Yamaha - Upto 150cc),17.00%{NT(W/O CPA -2% Less - Yamaha - >150cc-350cc)",CHOLA,01-07-2026
PROD_2W,SP_2W_BIKE,BT_NEW,NEW(1+5),SL_PKG,ST_TS,LOC_TS_HYDRABAD,"40.00%{NT(W/O CPA -2% Less - SUZUKI - Upto 150cc),40.00%{NT(W/O CPA -2% Less - SUZUKI - >150cc-350cc),39.00%{NT(W/O CPA -2% Less - Yamaha - Upto 150cc),39.00%{NT(W/O CPA -2% Less - Yamaha - >150cc-350cc),38.00%{NT(W/O CPA -2% Less - Hero - Upto 150cc),38.00%{NT(W/O CPA -2% Less - Hero - >150cc-350cc),27.00%{NT(W/O CPA -2% Less - TVS - Upto 150cc),27.00%{NT(W/O CPA -2% Less - TVS - >150cc-350cc),18.50%{NT(W/O CPA -2% Less - Royal Enfield - >150cc-350cc)",CHOLA,01-07-2026
PROD_2W,SP_2W_BIKE,BT_NEW,NEW(1+5),SL_PKG,ST_TS,LOC_TS_ROTS,"40.00%{NT(W/O CPA -2% Less - SUZUKI - Upto 150cc),40.00%{NT(W/O CPA -2% Less - SUZUKI - >150cc-350cc),39.00%{NT(W/O CPA -2% Less - Yamaha - Upto 150cc),39.00%{NT(W/O CPA -2% Less - Yamaha - >150cc-350cc),38.00%{NT(W/O CPA -2% Less - Hero - Upto 150cc),38.00%{NT(W/O CPA -2% Less - Hero - >150cc-350cc),27.00%{NT(W/O CPA -2% Less - TVS - Upto 150cc),27.00%{NT(W/O CPA -2% Less - TVS - >150cc-350cc),18.50%{NT(W/O CPA -2% Less - Royal Enfield - >150cc-350cc)",CHOLA,01-07-2026
PROD_2W,SP_2W_BIKE,BT_NEW,NEW(1+5),SL_PKG,ST_UK,LOC_UK_ALL,"32.00%{NT(W/O CPA -2% Less - SUZUKI - Upto 150cc),32.00%{NT(W/O CPA -2% Less - SUZUKI - >150cc-350cc),26.00%{NT(W/O CPA -2% Less - Hero - Upto 150cc),26.00%{NT(W/O CPA -2% Less - Hero - >150cc-350cc)",CHOLA,01-07-2026
PROD_2W,SP_2W_BIKE,BT_NEW,NEW(1+5),SL_PKG,ST_UP,LOC_UP_LUCKNOW,"32.00%{NT(W/O CPA -2% Less - SUZUKI - Upto 150cc) - UP- east,32.00%{NT(W/O CPA -2% Less - SUZUKI - >150cc-350cc) - UP- east,26.00%{NT(W/O CPA -2% Less - Hero - Upto 150cc) - UP- east,26.00%{NT(W/O CPA -2% Less - Hero - >150cc-350cc) - UP- east",CHOLA,01-07-2026
PROD_2W,SP_2W_BIKE,BT_NEW,NEW(1+5),SL_PKG,ST_UP,LOC_UP_ROUP,"32.00%{NT(W/O CPA -2% Less - SUZUKI - Upto 150cc) - UP- east,32.00%{NT(W/O CPA -2% Less - SUZUKI - >150cc-350cc) - UP- east,26.00%{NT(W/O CPA -2% Less - Hero - Upto 150cc) - UP- east,26.00%{NT(W/O CPA -2% Less - Hero - >150cc-350cc) - UP- east",CHOLA,01-07-2026
PROD_2W,SP_2W_BIKE,BT_NEW,NEW(1+5),SL_PKG,ST_WB,LOC_WB_KOLKATTA,"40.00%{NT(W/O CPA -2% Less - SUZUKI - Upto 150cc),40.00%{NT(W/O CPA -2% Less - SUZUKI - >150cc-350cc),31.00%{NT(W/O CPA -2% Less - Hero - Upto 150cc),31.00%{NT(W/O CPA -2% Less - Hero - >150cc-350cc),27.00%{NT(W/O CPA -2% Less - TVS - Upto 150cc),27.00%{NT(W/O CPA -2% Less - TVS - >150cc-350cc),23.00%{NT(W/O CPA -2% Less - Honda - Upto 150cc),23.00%{NT(W/O CPA -2% Less - Honda - >150cc-350cc),16.00%{NT(W/O CPA -2% Less - Royal Enfield - >150cc-350cc)",CHOLA,01-07-2026
PROD_2W,SP_2W_BIKE,BT_NEW,NEW(1+5),SL_PKG,ST_WB,LOC_WB_ROWB,"40.00%{NT(W/O CPA -2% Less - SUZUKI - Upto 150cc),40.00%{NT(W/O CPA -2% Less - SUZUKI - >150cc-350cc),31.00%{NT(W/O CPA -2% Less - Hero - Upto 150cc),31.00%{NT(W/O CPA -2% Less - Hero - >150cc-350cc),27.00%{NT(W/O CPA -2% Less - TVS - Upto 150cc),27.00%{NT(W/O CPA -2% Less - TVS - >150cc-350cc),23.00%{NT(W/O CPA -2% Less - Honda - Upto 150cc),23.00%{NT(W/O CPA -2% Less - Honda - >150cc-350cc),16.00%{NT(W/O CPA -2% Less - Royal Enfield - >150cc-350cc)",CHOLA,01-07-2026
PROD_2W,SP_2W_SCOOTER,BT_NEW,NEW(1+5),SL_PKG,ST_AP,LOC_AP_ROAP,"40.00%{NT(W/O CPA -2% Less - SUZUKI),39.50%{NT(W/O CPA -2% Less - Others),38.50%{NT(W/O CPA -2% Less - Hero),37.00%{NT(W/O CPA -2% Less - TVS),36.00%{NT(W/O CPA -2% Less - Yamaha),34.50%{NT(W/O CPA -2% Less - Honda),30.50%{NT(W/O CPA -2% Less - Bajaj)",CHOLA,01-07-2026
PROD_2W,SP_2W_SCOOTER,BT_NEW,NEW(1+5),SL_PKG,ST_AP,LOC_AP_VIJAYAWADA,"40.00%{NT(W/O CPA -2% Less - SUZUKI),39.50%{NT(W/O CPA -2% Less - Others),38.50%{NT(W/O CPA -2% Less - Hero),37.00%{NT(W/O CPA -2% Less - TVS),36.00%{NT(W/O CPA -2% Less - Yamaha),34.50%{NT(W/O CPA -2% Less - Honda),30.50%{NT(W/O CPA -2% Less - Bajaj)",CHOLA,01-07-2026
PROD_2W,SP_2W_SCOOTER,BT_NEW,NEW(1+5),SL_PKG,ST_AP,LOC_AP_VIZAG,"40.00%{NT(W/O CPA -2% Less - SUZUKI),39.50%{NT(W/O CPA -2% Less - Others),38.50%{NT(W/O CPA -2% Less - Hero),37.00%{NT(W/O CPA -2% Less - TVS),36.00%{NT(W/O CPA -2% Less - Yamaha),34.50%{NT(W/O CPA -2% Less - Honda),30.50%{NT(W/O CPA -2% Less - Bajaj)",CHOLA,01-07-2026
PROD_2W,SP_2W_SCOOTER,BT_NEW,NEW(1+5),SL_PKG,ST_ARUNACHAL_PRADESH,LOC_ARUNACHAL_PRADESH,"40.00%{NT(W/O CPA -2% Less - SUZUKI),39.50%{NT(W/O CPA -2% Less - Others),27.00%{NT(W/O CPA -2% Less - TVS),26.00%{NT(W/O CPA -2% Less - Hero),24.50%{NT(W/O CPA -2% Less - Honda),18.00%{NT(W/O CPA -2% Less - Yamaha)",CHOLA,01-07-2026
PROD_2W,SP_2W_SCOOTER,BT_NEW,NEW(1+5),SL_PKG,ST_AS,LOC_AS_GUWAHATI,"40.00%{NT(W/O CPA -2% Less - SUZUKI),39.50%{NT(W/O CPA -2% Less - Others),27.00%{NT(W/O CPA -2% Less - TVS),26.00%{NT(W/O CPA -2% Less - Hero),24.50%{NT(W/O CPA -2% Less - Honda),18.00%{NT(W/O CPA -2% Less - Yamaha)",CHOLA,01-07-2026
PROD_2W,SP_2W_SCOOTER,BT_NEW,NEW(1+5),SL_PKG,ST_AS,LOC_AS_ROASSAM,"40.00%{NT(W/O CPA -2% Less - SUZUKI),39.50%{NT(W/O CPA -2% Less - Others),27.00%{NT(W/O CPA -2% Less - TVS),26.00%{NT(W/O CPA -2% Less - Hero),24.50%{NT(W/O CPA -2% Less - Honda),18.00%{NT(W/O CPA -2% Less - Yamaha)",CHOLA,01-07-2026
PROD_2W,SP_2W_SCOOTER,BT_NEW,NEW(1+5),SL_PKG,ST_BR,LOC_BR_PATNA,"40.00%{NT(W/O CPA -2% Less - SUZUKI),39.50%{NT(W/O CPA -2% Less - Others),37.00%{NT(W/O CPA -2% Less - TVS),36.00%{NT(W/O CPA -2% Less - Hero),34.50%{NT(W/O CPA -2% Less - Honda),28.00%{NT(W/O CPA -2% Less - Yamaha),25.50%{NT(W/O CPA -2% Less - Bajaj)",CHOLA,01-07-2026
PROD_2W,SP_2W_SCOOTER,BT_NEW,NEW(1+5),SL_PKG,ST_BR,LOC_BR_ROBH,"40.00%{NT(W/O CPA -2% Less - SUZUKI),39.50%{NT(W/O CPA -2% Less - Others),37.00%{NT(W/O CPA -2% Less - TVS),36.00%{NT(W/O CPA -2% Less - Hero),34.50%{NT(W/O CPA -2% Less - Honda),28.00%{NT(W/O CPA -2% Less - Yamaha),25.50%{NT(W/O CPA -2% Less - Bajaj)",CHOLA,01-07-2026
PROD_2W,SP_2W_SCOOTER,BT_NEW,NEW(1+5),SL_PKG,ST_DL,LOC_DL_DELHI_NCR,"39.50%{NT(W/O CPA -2% Less - Others),30.00%{NT(W/O CPA -2% Less - SUZUKI),27.00%{NT(W/O CPA -2% Less - TVS),26.00%{NT(W/O CPA -2% Less - Hero),26.00%{NT(W/O CPA -2% Less - Yamaha),24.50%{NT(W/O CPA -2% Less - Honda),18.50%{NT(W/O CPA -2% Less - Bajaj)",CHOLA,01-07-2026
PROD_2W,SP_2W_SCOOTER,BT_NEW,NEW(1+5),SL_PKG,ST_GA,LOC_GA_ALL,"45.00%{NT(W/O CPA -2% Less - TVS),40.00%{NT(W/O CPA -2% Less - SUZUKI),39.50%{NT(W/O CPA -2% Less - Others),36.00%{NT(W/O CPA -2% Less - Hero),36.00%{NT(W/O CPA -2% Less - Yamaha),34.50%{NT(W/O CPA -2% Less - Honda),28.50%{NT(W/O CPA -2% Less - Bajaj)",CHOLA,01-07-2026
PROD_2W,SP_2W_SCOOTER,BT_NEW,NEW(1+5),SL_PKG,ST_GJ,LOC_GJ_AHMEDABAD,"40.00%{NT(W/O CPA -2% Less - TVS),40.00%{NT(W/O CPA -2% Less - SUZUKI),39.50%{NT(W/O CPA -2% Less - Others),36.00%{NT(W/O CPA -2% Less - Hero),34.50%{NT(W/O CPA -2% Less - Honda),26.00%{NT(W/O CPA -2% Less - Yamaha),23.50%{NT(W/O CPA -2% Less - Bajaj)",CHOLA,01-07-2026
